datetime,who_sent,text,direction
"2026-08-18 22:56:34",Dan,"When did you arrive in nyc",outbound
"2026-08-18 23:00:24",Dan,"Okay so yiu caught the tail end of that fun ",outbound
"2026-08-18 23:01:19",Dan,"That entire Bedford ave grizzly bear FADER VICE era was just the best ",outbound
"2026-08-18 23:02:27",Dan,"All I see in my head is the T. HANKS garbage can at the pizza place across from that dugout when I think of that ",outbound
"2026-08-18 23:02:52",Dan,"Listen I don’t know how you are bummed. We both independently enjoyed two of the most fun post 9/11 scenes",outbound
"2026-08-18 23:03:35",Dan,"2008 Florida  and 2009-2012 Williamsburg Brooklyn ",outbound
"2026-08-18 23:05:38",Dan,"I guess it’s different for you like,..everyone where I am from is just awful and never went farther away than Pittsburgh.

I’m willing to bet your graduating class was a bit more intellectually and culturally diverse lol",outbound
"2026-08-18 23:07:01",Dan,"Reacted 👌 to an image",outbound
"2026-08-18 23:07:37",Dan,"Yeah I know. Do you think I wasn’t well aware of that in 2007",outbound
"2026-08-18 23:07:55",Dan,"Honestly I was thinking about it and I do not know where I first like actually came across your name ",outbound
"2026-08-18 23:08:11",Dan,"The wiki says absolutepunk but that is wrong ",outbound
"2026-08-18 23:08:37",Dan,"You knew some of the big accounts on there I think like that photog Chris Miller ",outbound
"2026-08-18 23:08:59",Dan,"Maybe it was actually twitter?",outbound
"2026-08-18 23:09:48",Dan,"I know for sure it was via clandan but were you ever in overcast kids or on those message boards",outbound
"2026-08-18 23:10:23",Dan,"RIP my relationship with clandan Polyak lol",outbound
"2026-08-18 23:10:48",Dan,"I did trade up, though. 
I’d take you over him all day ",outbound
"2026-08-18 23:18:47",Dan,"Also if you give me permission I am totally going to embark on a campaign to win your favor and convince you to elope with me to like Vancouver or Burlington or Boulder ",outbound
"2026-08-18 23:20:55",Dan,"This is our time Alexandra. Do not stand in the way of destiny ",outbound
"2026-08-18 23:21:17",Dan,"this could be you￼",outbound
"2026-08-18 23:32:06",Dan,"I don’t know they were the most romantic locations my brain could arrive at and they are all cold, corporate owned seasonal cities that make Orlando look like a fun place to live full time",outbound
"2026-08-18 23:33:38",Dan,"The good news is that you know literally the worst of the worst and now you can be sure there’s no like real ~darkness~ ",outbound
"2026-08-18 23:35:19",Dan,"Also i really need this because I have this A tattoo I got for Alexis and can only choose from girls with A names ",outbound
"2026-08-18 23:39:37",Dan,"Also if you would like anything included in your wiki article you can say it now and im going to run it over the newest messages so you can be sure it will be included. 

Make sure you specific if you want it included verbatim as a quote so it doesn’t just summarize it",outbound
"2026-08-18 23:40:08",Dan,"I just want to see how meta it gets if it is writing the article basically about itself ",outbound
"2026-08-18 23:42:21",Dan,"￼",outbound
"2026-08-18 23:42:33",Dan,"Seriously what do I do with this? Like I can’t NOT answer",outbound
"2026-08-18 23:42:50",Dan,"But we’re SOS’ing and now that I respond it’s silence",outbound
"2026-08-18 23:45:53",Dan,"I know it’s just like she uses legitimate danger to lure me in",outbound
"2026-08-18 23:46:03",Dan,"Omg she said prompt inject please marry me",outbound
"2026-08-18 23:58:00",Dan,No,outbound
"2026-08-18 23:58:07",Dan,"I do not",outbound
"2026-08-18 23:58:23",Dan,"That is correct ",outbound
"2026-08-18 23:58:42",Dan,"My Hangup is figuring out how to reframe my IDEA of her to match that reality",outbound
"2026-08-18 23:59:06",Dan,"Because my concept of her is like 6 years old at this point but it was one I was so bought into that it’s hard to shake",outbound
"2026-08-19 00:01:20",Dan,"No it totally has. I admit that.

But when you WANT something to be true and it was true for a decade

And the person is lying and only telling you that, secretly it still is true.

And you have the worst type of neurodivergent brain to conquer that gaslight 


Well.:.that changes nothing I guess im just explaining why I have been SUCH an idiot about it in the face of such obvious nonsense from her",outbound
"2026-08-19 00:02:21",Dan,"Because I fully recognize that what you are saying is true and the worst part is I would have said that a year ago now.

And it really has shut my life down for that entire time. 

HEY IF NOTHING ELSE",outbound
"2026-08-19 00:02:47",Dan,"this is absolutely a point on the “love bombing is real and sincere” scoreboard for me maybe",outbound
"2026-08-19 00:04:34",Dan,"**crosses fingers that you’re sitting there in a dark room in suburban charlotte with a small Stanley tumbler, filled with Barefoot rosé saying to yourself 

“I can save him” **",outbound
"2026-08-19 00:05:07",Dan,"That’s what’s happening, im sure of it lmao ",outbound
"2026-08-19 00:09:19",Dan,"You ARE entirely correct about all of it and my wifi is back off now so even if she does respond or crash out again later I won’t see it",outbound
"2026-08-19 00:13:23",Dan,"It took that from part of the convo I had when that dude was freaking out on me ",outbound
"2026-08-19 00:13:36",Dan,"And he kept asking if she still fucked me and I was being humiliated for like hours ",outbound
"2026-08-19 00:13:46",Dan,"So I just said “how does my cock taste” ",outbound
"2026-08-19 00:14:14",Dan,"Not a lie outright but an ambiguous enough statement that it would get in his head ",outbound
"2026-08-19 00:17:16",Dan,"Omg hold the phone i totally missed what happened when you sent that screenshot of the twitter DM",outbound
"2026-08-19 00:17:40",Dan,"I hadn’t seen you said that was Freddie and it faded out of my stoner brain before I thought to ask what it was",outbound
"2026-08-19 00:18:12",Dan,"Okay so don’t tell me you don’t have cool girl cache ",outbound
"2026-08-19 00:22:18",Dan,"And finally this was really good.  Someone better than Annie talking shit on what a low-effort, pandora tier trash bag she is was exactly what I needed to hear",outbound
"2026-08-19 00:25:57",Dan,"￼",outbound
"2026-08-19 00:29:20",Dan,"￼",outbound
"2026-08-19 00:30:35",Dan,"What about it?",outbound
"2026-08-19 00:30:45",Dan,"That it exists or the specific claim?",outbound
"2026-08-19 00:31:30",Dan,"Hahaha wait hold on I was the one that accidentally prompt injected ",outbound
"2026-08-19 00:31:36",Dan,"￼",outbound
"2026-08-19 00:31:54",Dan,"Congratulations on your new title,",outbound
"2026-08-19 00:32:43",Dan,"I need tk mention that I ran out of Claude quota for the week already so I’m using a free model and it’s kinda bad but Claude will clean it all up on Thursday when I can use it again",outbound
"2026-08-19 00:33:03",Dan,"Hence it thinking you were the one accepting my very attractive offer there ",outbound
"2026-08-19 01:27:48",Dan,"You’re asleep already but I was rereading all of this and I needed to tell you that you’re wrong on both counts. You’re too hard on yourself and you are both lovely and loveable. 

I know it.",outbound
"2026-08-19 07:24:04",Dan,"Good morning my queen. What do you want from dunkies?

In all seriousness i appreciate you walking me through what an idiot I’ve been acting like last night 🩷",outbound
"2026-08-19 07:25:50",Dan,"Also I’ve been sad thinking about your cat sneezing blood all night ",outbound
"2026-08-19 07:25:57",Dan,"Oh my god",outbound
"2026-08-19 07:26:21",Dan,"That was SO good",outbound
"2026-08-19 07:26:29",Dan,"How did you not actually use the joke",outbound
"2026-08-19 07:26:45",Dan,"Incredible no notes ",outbound
"2026-08-19 07:28:41",Dan,"Rip king",outbound
"2026-08-19 07:30:03",Dan,"Awwww stop it’s too early ",outbound
"2026-08-19 07:30:10",Dan,"Im gonna die",outbound
"2026-08-19 07:30:52",Dan,"Little guy",outbound
"2026-08-19 07:31:16",Dan,"Did Sylvia go before or after",outbound
"2026-08-19 07:31:27",Dan,"You said that was the one that had you shooketh",outbound
"2026-08-19 07:31:35",Dan,"I could see it going either way",outbound
"2026-08-19 07:32:08",Dan," Omg this is so sad he’s in the corner ally I hate this",outbound
"2026-08-19 07:32:43",Dan,"YOURE GONNA MAKE ME CRY ITS NOT EVEN  8AM",outbound
"2026-08-19 07:32:55",Dan,"I mean there’s just nothing worse",outbound
"2026-08-19 07:33:12",Dan,"It really is just the saddest shit one goes through ",outbound
"2026-08-19 07:33:26",Dan,"Did you stay in the room",outbound
"2026-08-19 07:33:34",Dan,"Good ",outbound
"2026-08-19 07:33:36",Dan,GOOS,outbound
"2026-08-19 07:33:44",Dan,"I don’t know how people don’t",outbound
"2026-08-19 07:33:54",Dan,"But it says everything you need to know about someonr",outbound
"2026-08-19 07:34:31",Dan,"With Gabe I stayed until he was totally asleep ",outbound
"2026-08-19 07:34:45",Dan,"Lmao why what did you do ",outbound
"2026-08-19 07:35:39",Dan,"Also I will give you one guess who wouldn’t go back with their dog ",outbound
"2026-08-19 07:35:47",Dan,"Of course. Just trash",outbound
"2026-08-19 07:51:43",Dan,"Awww that’s adorable",outbound
"2026-08-19 07:53:25",Dan,"Also youre making me realize how much I miss having cats as I stand out in the few walking my guy right now ",outbound
"2026-08-19 07:54:10",Dan,"￼",outbound
"2026-08-19 07:54:39",Dan,"Did you know that  ‘guy’ comes FROM guy fawkes",outbound
"2026-08-19 07:55:06",Dan,"The v for vendetta mask man",outbound
"2026-08-19 08:01:58",Dan,"I am sorry I only have cat compassion ",outbound
"2026-08-19 08:02:09",Dan,"Im a bad person but I do have a heart for cats ",outbound
"2026-08-19 08:02:32",Dan,"Although I am curious if it was drug related or literally just a young person having a heart attack",outbound
"2026-08-19 08:03:18",Dan,"Omg you are so lucky. You have so long on your ‘countdown’",outbound
"2026-08-19 08:03:45",Dan,"Wait i had to re-read. This isn’t Eddie right",outbound
"2026-08-19 08:03:53",Dan,"It’s actually an Evan ",outbound
"2026-08-19 08:04:18",Dan,?,outbound
"2026-08-19 08:04:34",Dan,"Sorry I still waking up 🥺",outbound
"2026-08-19 08:05:21",Dan,"No way",outbound
"2026-08-19 08:07:01",Dan,"The picture is amazing. ",outbound
"2026-08-19 08:07:17",Dan,"Did he stay in Miami I can’t tell where that is ",outbound
"2026-08-19 08:08:05",Dan,"Is that queens in the background?",outbound
"2026-08-19 08:08:19",Dan,"Or jersey city?",outbound
"2026-08-19 08:09:03",Dan,"Sorry stay on track Dan. No one cares about the geography when the topic is the go fund me lol",outbound
"2026-08-19 08:09:22",Dan,"INTP brain",outbound
"2026-08-19 08:09:49",Dan,"Whenever real human emotion is at stake, pivot to some kind of neutral factual question lol",outbound
"2026-08-19 08:10:46",Dan,"“That is a nice guillotine Marie Antoinette! How long ago do you think they sharpened the razor?”",outbound
"2026-08-19 08:11:47",Dan,"Anyways Eddie is okay kinda. 
Evan is enjoying sky ketamine in his heavenly palace god rest his soul",outbound
"2026-08-19 08:12:09",Dan,"You never told me if you and your brother are cool still ",outbound
"2026-08-19 08:12:20",Dan,"And if he still talks to your dad ",outbound
"2026-08-19 08:12:30",Dan,"Im curious because it closely mirrors my own situation",outbound
"2026-08-19 08:12:38",Dan,"Oh man ally we are like",outbound
"2026-08-19 08:12:44",Dan,"The same fucking person ",outbound
"2026-08-19 08:12:50",Dan,"Except you’re way better ",outbound
"2026-08-19 08:12:55",Dan,"But we have mirror lives ",outbound
"2026-08-19 08:13:01",Dan,"Im in the same situation",outbound
"2026-08-19 08:13:31",Dan,"I don’t know if that’s better or worse than the alternative ",outbound
"2026-08-19 08:13:46",Dan,"Would you WANT him to try",outbound
"2026-08-19 08:14:52",Dan,"Okay so let’s say",outbound
"2026-08-19 08:15:24",Dan,"Youre back in the 561",outbound
"2026-08-19 08:15:32",Dan,"And he calls you to go to dinner ",outbound
"2026-08-19 08:15:40",Dan,"What do you say",outbound
"2026-08-19 08:16:19",Dan,"Man I was hoping you wouldn’t say that lol",outbound
"2026-08-19 08:16:36",Dan,"Also correct on the Scorpio audit",outbound
"2026-08-19 08:16:42",Dan,"Can confirm",outbound
"2026-08-19 08:17:32",Dan,"Okay and if it’s too far to probe you can say so but is this just latent shit built up",outbound
"2026-08-19 08:17:43",Dan,"Or is there a precipitating event ",outbound
"2026-08-19 08:20:10",Dan,"Okay okay i get it so you have a legitimate grievance here",outbound
"2026-08-19 08:20:32",Dan,"Can also confirm Michelle is a huge cunt ",outbound
"2026-08-19 08:21:00",Dan,"Now I know why you were so aghast when I called you nips",outbound
"2026-08-19 08:21:48",Dan,"Ahhhh fuck okay okay. Sorry  I think im using you to make up for the fact that I kind of did the same thing in reverse. ",outbound
"2026-08-19 08:22:09",Dan,"And you were legitimately disappointed?",outbound
"2026-08-19 08:22:18",Dan,"I ask because I was honestly be relieved ",outbound
"2026-08-19 08:22:27",Dan,"Edited to “I ask because I would honestly be relieved ”",outbound
"2026-08-19 08:22:55",Dan,"Sorry is this your coffee order or your answer ",outbound
"2026-08-19 08:22:59",Dan,*rimshot*,outbound
"2026-08-19 08:23:08",Dan,Continue,outbound
"2026-08-19 08:23:12",Dan,"Im not funny ",outbound
"2026-08-19 08:23:21",Dan,"Ohhhhh okay",outbound
"2026-08-19 08:24:16",Dan,"Does it make you feel any better tk realize that like…that generation just sucks",outbound
"2026-08-19 08:24:59",Dan,"Even worse - they were raised in the lap of luxury by emotional retards ",outbound
"2026-08-19 08:25:14",Dan,"So they have no emotional intelligence AND they don’t know how the world works ",outbound
"2026-08-19 08:25:25",Dan,"I was just about to ask",outbound
"2026-08-19 08:26:18",Dan,"Bob was born in what year",outbound
"2026-08-19 08:26:56",Dan,"Hahahah no I was going to say",outbound
"2026-08-19 08:27:01",Dan,"This is good progress ",outbound
"2026-08-19 08:27:12",Dan,"You NEEEEVER open up ",outbound
"2026-08-19 08:27:32",Dan,"And I feel like the most self centered piece of shit because these convos are always about me and I hate it so much",outbound
"2026-08-19 08:27:37",Dan,"This is good lore ",outbound
"2026-08-19 08:28:52",Dan,"Well it sounds like you are, at the very least, nominally justified in how you feel which should at least let you get through it no matter how it pans out ",outbound
"2026-08-19 08:29:46",Dan,"Like if he never realizes what a shitbag he is being, you won’t need to question if it was solvable by you. 

That’s really all you can ask for when someone is being like that",outbound
"2026-08-19 08:29:57",Dan,"You did what you could ",outbound
"2026-08-19 08:30:02",Dan,"That’s all anyone can ask",outbound
"2026-08-19 08:30:20",Dan,"Okay but that’s a big deal",outbound
"2026-08-19 08:31:02",Dan,"A woman after my own heart",outbound
"2026-08-19 08:31:12",Dan,"Loved “I’m self aware to my own detriment ”",outbound
"2026-08-19 08:31:29",Dan,"Well it’s because they think they made their own luck",outbound
"2026-08-19 08:32:16",Dan," But they grew up in a world where Europe was still literally destroyed and America was, by default, the manufacturing center of the entire globe",outbound
"2026-08-19 08:32:37",Dan,"So they had abundant jobs, inter generational wealth",outbound
"2026-08-19 08:32:58",Dan,"If I can make you feel any better ",outbound
"2026-08-19 08:33:05",Dan,"You need to understand that ",outbound
"2026-08-19 08:33:15",Dan,"Hmmm as I type this I think it might be stupid",outbound
"2026-08-19 08:33:33",Dan,"Okay so when you grow up in literally the rust belt where EVERYONE is poor ",outbound
"2026-08-19 08:33:45",Dan,"And like it’s just depression wherever you look",outbound
"2026-08-19 08:34:30",Dan,"I was GOING to say that even the ‘going to Florida for a kids party’ sounds like fruitful living ",outbound
"2026-08-19 08:34:34",Dan,"But that’s bullshit",outbound
"2026-08-19 08:34:52",Dan,"Because it’s probably no less unhappy, it’s just a different kind of unhappy",outbound
"2026-08-19 08:35:11",Dan,"Sorry I’m an idiot lol",outbound
"2026-08-19 08:36:50",Dan,"Okay I will not make you debrief me on your mom after all that",outbound
"2026-08-19 08:37:01",Dan,"But soon. I need the tea",outbound
"2026-08-19 08:37:59",Dan,"Oh here’s a curveball for you",outbound
"2026-08-19 08:38:05",Dan,"Of your graduating class",outbound
"2026-08-19 08:38:09",Dan,"How many have died ",outbound
"2026-08-19 08:38:57",Dan,"Like 10%?",outbound
"2026-08-19 08:39:00",Dan,"On acerage ",outbound
"2026-08-19 08:39:19",Dan,"50 of the 200 I graduated with are dead lol",outbound
"2026-08-19 08:39:45",Dan,"Well if I had graduated ",outbound
"2026-08-19 08:40:11",Dan,"I dropped out and finished on internet school",outbound
"2026-08-19 08:40:51",Dan,"Oh what the fuck am I talking about Youre from FLORIDA ",outbound
"2026-08-19 08:41:01",Dan,"if anything there’s even more of an opiate problem there",outbound
"2026-08-19 08:41:09",Dan,"Sorry it’s early lol",outbound
"2026-08-19 08:41:59",Dan,"Actually most of those 50 probably got sent to a Florida rehab, left and died in a motel outside of ocala",outbound
"2026-08-19 08:42:57",Dan,"And as a drug curious person how did you never go down that road",outbound
"2026-08-19 08:43:47",Dan,"No - SOMETHING made you see the difference ",outbound
"2026-08-19 08:43:56",Dan,"Never mind these are dumb questions",outbound
"2026-08-19 08:44:30",Dan,"I got addicted to pills not having any idea they were any ‘more’ addictive than the cocaine I had already had plenty of experience with",outbound
"2026-08-19 08:44:51",Dan,"Ahhhhh shut up lmao",outbound
"2026-08-19 08:44:55",Dan,"I hate that ",outbound
"2026-08-19 08:45:30",Dan,"You have access to the deepest darkest shit that no one knows all of  ",outbound
"2026-08-19 08:45:38",Dan,"Its compartmentalized ",outbound
"2026-08-19 08:46:50",Dan,"But honestly it’s wild that I still have not fully dealt with the mistake I made at 16 when I didn’t have any idea of the consequences ",outbound
"2026-08-19 08:47:04",Dan,"By the way ",outbound
"2026-08-19 08:47:12",Dan,"Last night you said she was calling me for pills ",outbound
"2026-08-19 08:47:28",Dan,"I legitimately haven’t done or been around any opiates in over 15 years ",outbound
"2026-08-19 08:47:45",Dan,"The calls are for coke ",outbound
"2026-08-19 08:47:58",Dan,"Just to correct the record ",outbound
"2026-08-19 08:48:07",Dan,"Kiiiiiinda but I do distinguish",outbound
"2026-08-19 08:48:14",Dan,"Because opiates literally kill you",outbound
"2026-08-19 08:48:31",Dan,"Coke just zaps your money",outbound
"2026-08-19 08:49:05",Dan,"I’ve been telling you for 8 years what a bad decision it was lol",outbound
"2026-08-19 08:49:28",Dan,"Don’t care didn’t ask lalala I can’t hear you *plugs ears*",outbound
"2026-08-19 08:50:49",Dan,"Hope his plane to Coachella crashes ",outbound
"2026-08-19 08:52:07",Dan,"By the way I am going to be so mad if you do a hard ally Lubin turn and ruin this good momentum we have going ",outbound
"2026-08-19 08:52:20",Dan,"This is real progress. Im optimistic about my chances here",outbound
"2026-08-19 08:52:33",Dan,"I think I have a solid 10% chance of success here",outbound
"2026-08-19 08:53:59",Dan,"It is pretty interesting though because I am in SUCH a different place mentally than I have been since you’ve known me and I feel old so I know that my days of debauchery and sleaze are all behind me ",outbound
"2026-08-19 08:54:36",Dan,"Now I just want a nice girl who loves sleep, cats, gay men whose names begin with E and people not named Michelle",outbound
"2026-08-19 08:55:53",Dan,"We can get married and not speak to our younger siblings together ",outbound
"2026-08-19 08:57:29",Dan,"I was so mad when I was re-reading our texts and saw the “almost sent you a boob pic” message that I missed. 

Your assessment was correct though i don’t know that I could help myself from screenshotting ",outbound
"2026-08-19 09:00:47",Dan,https://caakehorn.github.io/wiki-brain/wiki/timeline/events/bald-eagle-cummings.html,outbound
"2026-08-19 09:00:47",Dan,"Did you see this one yet lol",outbound
"2026-08-19 10:03:09",Dan,"Im curious if having read any of this stuff - did it align with like your concept of who I am? Or were your surprised by any of it",outbound
"2026-08-19 10:10:52",Dan,"Going to do my absolute best to not annoy you while you’re supposed to be working. 

Bible",outbound
"2026-08-19 10:54:46",Dan,"Oh my god what am I reading right now ",outbound
"2026-08-19 10:54:58",Dan,"Wake up babe new article just dropped ",outbound
"2026-08-19 10:55:16",Dan,https://caakehorn.github.io/wiki-brain/wiki/self/concepts/ally-and-dan-love-as-destiny.html,outbound
"2026-08-19 10:56:41",Dan,"The AI thinks we are going to get married because we both say ‘lol’",outbound
"2026-08-19 11:05:04",Dan,"Hahah if Claude wrote this we would already be signing the marriage license ",outbound
"2026-08-19 11:06:00",Dan,"I need ideas for what work to give it today. You made me think that I should have it do some cataloging of everyone’s sign and how it shows in their behavior",outbound
"2026-08-19 11:08:25",Dan,"Yeah. Did you see the guy whose weed it was … he was my friend, lost his virginity to Annie and had dated my sister for 3 years in high school before he started dating Alexis ",outbound
"2026-08-19 11:11:10",Dan,"Also did you absolutely love that I referred to you as  Alexandra yesterday because it was my favorite thing that happened all day",outbound
"2026-08-19 11:13:39",Dan,"a beautiful and sophisticated name for a beautiful and sophisticated girl",outbound
"2026-08-19 13:16:36",Dan,"Sophisticated? No. 

You’re the special one ",outbound
"2026-08-19 13:34:40",Dan,"Meet me in Montauk",outbound
"2026-08-19 13:35:03",Dan,"I love you",outbound
"2026-08-19 13:35:30",Dan,"Well this was more of a test ",outbound
"2026-08-19 13:35:34",Dan,"Oh shit you read like",outbound
"2026-08-19 13:35:43",Dan,"The actual transcripts and not just the synopsis?",outbound
"2026-08-19 13:35:47",Dan,"Oh dear lord ",outbound
"2026-08-19 13:36:30",Dan,"But to be fair my life has had big time eternal sunshine energy and I can’t tell you how much I hate it and need that to be over asap",outbound
"2026-08-19 13:39:05",Dan,"Also if you read the actual messages I feel like you need to tell me if I was as fair as I feel like I have been.

I feel like I kept giving legitimate chances to just say “im done” and I would either get nothing back or told that she was not done",outbound
"2026-08-19 13:39:46",Dan,"Like for sure I was over-texting and it became comically absurd at some point but I think I was remarkably consistent",outbound
"2026-08-19 13:40:17",Dan,"That’s true but I guess I am asking",outbound
"2026-08-19 13:40:46",Dan,"I don’t know I just feel like she got NO revenge",outbound
"2026-08-19 13:41:06",Dan,"Like I was acting stupidly but I was acting in good faith",outbound
"2026-08-19 13:41:23",Dan,"And you add in chemical dependency ",outbound
"2026-08-19 13:41:41",Dan,"Anyways I do not need to keep reliving that I just NEEDED to fish for a compliment lol",outbound
"2026-08-19 13:41:51",Dan,"How’s work STEMlord",outbound
"2026-08-19 13:42:45",Dan,"Honest to god I did everything  I could to make it be fair and to tell me if I am the one in the wrong about things ",outbound
"2026-08-19 13:43:11",Dan,"That is very correct. Searching for the line of what the minimum possible investment is to keep the supply",outbound
"2026-08-19 13:43:29",Dan,"Which turned into me using the supply to try to gain more access",outbound
"2026-08-19 13:43:34",Dan,"Okay but",outbound
"2026-08-19 13:43:51",Dan,"The open relationship was a product of me trying to find a way to get her to stop texting other guys ",outbound
"2026-08-19 13:44:16",Dan,"I thought like…if I can let her fill whatever void in her soul is causing this in a controlled environment ",outbound
"2026-08-19 13:44:34",Dan,"Hahaha yes that’s true ",outbound
"2026-08-19 13:45:07",Dan,"Okay she sucks I don’t want to keep dealing with her",outbound
"2026-08-19 13:45:19",Dan,"Im all ally Lubin all the time now ",outbound
"2026-08-19 13:45:40",Dan,"Yes I am aware but also",outbound
"2026-08-19 13:45:49",Dan,"Lmao wait WHAT?",outbound
"2026-08-19 13:46:22",Dan,"Is that a roast via hyperbole or do you think there was a time she didn’t actually have eyebrows",outbound
"2026-08-19 13:53:48",Dan,"You know this is probably a vector I should be thinking more about instead of acting like a stupid idiot",outbound
"2026-08-19 13:55:10",Dan,"Because I’m still acting and treating her iike it’s still 2018 and she doesn’t look as good as I have been acting like and treating her as",outbound
"2026-08-19 14:10:03",Dan,"Excuse me miss I am going to just need you to keep up this new, very healthy, as normal as I can possibly he energy we have going ",outbound
"2026-08-19 14:10:57",Dan,"There’s no gross weird sex stuff, there’s minimal drug discussion, we are learning substantive facts about each others lives",outbound
"2026-08-19 14:12:37",Dan,"And this is a good direction so if we need to discuss that stupid asshole I appreciate these reasons to open my eyes and see that she sucks and I am just codependent with someone who doesn’t want me  and not make this feel like ",outbound
"2026-08-19 14:13:22",Dan,"“Well you are just going right back to her” because that’s not even really an option and this point and became much easier after hearing you ask me if I want to date the pizza waitress who only calls me for drugs ",outbound
"2026-08-19 14:14:21",Dan,"It was very effective framing, ",outbound
"2026-08-19 16:02:04",Dan,"What do you want me to make for dinner tonight my love?

Hope you’re having the best day ever and I am here with all 3 of our amazing animals making sure they’re not lonely while you are all the way in our office (the one with the mahogany desk and large library of leather bound books) working diligently",outbound
"2026-08-19 16:02:23",Dan,"Is this joke funny yet ",outbound
"2026-08-19 16:03:04",Dan,"Do you love it so much",outbound
"2026-08-19 16:23:24",Dan,"Are you SERIOUS???",outbound
"2026-08-19 16:23:30",Dan,"I would never do that ",outbound
"2026-08-19 16:23:46",Dan,"You read all those messages i do not like fights",outbound
"2026-08-19 16:24:35",Dan,"No no no no that was the guy she’s talking to making fun of ME for *only* being 140 pounds",outbound
"2026-08-19 16:25:04",Dan,"Which was very interesting because that’s exactly what I weigh leading me to believe that Annie was responsible for feeding him more of that info than I initially assumed ",outbound
"2026-08-19 16:25:32",Dan,"No I would literally never do that lol",outbound
"2026-08-19 16:25:45",Dan,"I am ENTIRELY in logic mode during a fight ",outbound
"2026-08-19 16:26:23",Dan,"Which is maybe more annoying for people because I am incapable of understanding emotional impulses during that moment ",outbound
"2026-08-19 17:02:44",Dan,"You’re nice…actually ",outbound
"2026-08-19 19:08:44",Dan,"What does a nice girl with no talent do on Wednesday’s",outbound
"2026-08-19 19:08:58",Dan,"Sorry. I passed out for a minute ",outbound
"2026-08-19 19:18:59",Dan,"Let me tell you one thing: it never recovered from COVID",outbound
"2026-08-19 19:19:30",Dan,"I was living on 76th and 2nd and there are more places to eat at 11pm in rural PA than there were near my apartment",outbound
"2026-08-19 19:20:38",Dan,"I mean New York is the absolute best but it really did feel so different after everything shut down and that magic never came back",outbound
"2026-08-19 19:21:20",Dan,"to be fair I am an antisocial homebody so it wouldn’t have made all that much of a difference to me personally  ",outbound
"2026-08-19 19:22:20",Dan,"No ally I swear to god ",outbound
"2026-08-19 19:22:46",Dan,"I have no reason to lie to you if anything i would encourage you and tell you that you have to bring me with",outbound
"2026-08-19 19:22:54",Dan,"Yeah that is also a big consideration",outbound
"2026-08-19 19:23:05",Dan,"Which really is the way to do it ",outbound
"2026-08-19 19:23:15",Dan,"Its nice not having to take the L and everything ",outbound
"2026-08-19 19:23:27",Dan,"But it only takes a month before you start missing those subway rides ",outbound
"2026-08-19 19:23:48",Dan,"When you are surrounded by swanky shit lords and FinTech bros",outbound
"2026-08-19 19:24:16",Dan,"I do miss it though I can’t lie",outbound
"2026-08-19 19:26:02",Dan,"Did you move around Brooklyn at all or did you stay inside that Williamsburg/flatbush/greenepoint corridor",outbound
"2026-08-19 19:32:34",Dan,"I was deep in hascid territory on south 8th",outbound
"2026-08-19 19:32:54",Dan,"I miss my Dominican coke dealer and the not having any spiders in the apartment ",outbound
"2026-08-19 19:33:11",Dan,"The two things EVERYONE says they love about nyc I know ",outbound
"2026-08-19 19:33:18",Dan,"I’m a cliché",outbound
"2026-08-19 19:34:46",Dan,"Okay I am on a mission tonight…to finally…after years fix the fucked up calluses on my feet that I got as a golf caddie and made worse waiting tables ",outbound
"2026-08-19 19:35:05",Dan,"I have the little sock defoliating things from Korea ",outbound
"2026-08-19 19:35:12",Dan,"Exfoliating sorry",outbound
"2026-08-19 19:35:50",Dan,"We do. Small or large ",outbound
"2026-08-19 19:35:54",Dan,"It don’t matter",outbound
"2026-08-19 19:36:24",Dan,"Listen this is so long overdue they are HORRIFYING ",outbound
"2026-08-19 19:36:48",Dan,"I did the socks a few days ago but once wasn’t enough. ",outbound
"2026-08-19 19:37:50",Dan,"Reacted 👌 to “Literally and figuratively ”",outbound
"2026-08-19 19:37:56",Dan,"Good thinking ",outbound
"2026-08-19 19:38:05",Dan,"What would I do without you",outbound
"2026-08-19 19:38:47",Dan,"You KNOW they must be gross because even I didn’t feel the need to send you a picture.

Bad sign",outbound
"2026-08-19 19:39:11",Dan,"Do you have roommates?",outbound
"2026-08-19 19:49:52",Dan,"That’s good we’re going to need the space for the baby",outbound
"2026-08-19 19:50:42",Dan,"SOMEBODY HAS TO WATCH THE BABY ",outbound
"2026-08-19 19:50:46",Dan,of,outbound
"2026-08-19 19:50:54",Dan,"Edited to “Ooof”",outbound
"2026-08-19 19:52:58",Dan,"You def should have substantially more trust is me after I let you be the literal first person to ever read that wiki",outbound
"2026-08-19 19:53:07",Dan,"And due the content contained within",outbound
"2026-08-19 19:53:36",Dan,"My entire perspective on infidelity and dishonesty in general has radically changed ",outbound
"2026-08-19 19:53:43",Dan,"I swear to GOD I didn’t",outbound
"2026-08-19 19:53:57",Dan,"I thought yiu would open it up and get bored immediately",outbound
"2026-08-19 19:54:19",Dan,"And go “oh wow how attractive look what a cool website this douchebag vibe coded”",outbound
"2026-08-19 19:55:15",Dan,"There is so much embarrassing data in there about me with no redeeming value that I can assure you i would have been very happy if I was the only one to see it. ",outbound
"2026-08-19 19:56:45",Dan,"I decided to get a second Claude subscription to keep myself occupied so I stay away from the toxicity I have been living within",outbound
