date,time,datetime,direction,text,service,is_read,date_read,has_attachment,message_id
2026-01-19,09:08:49,2026-01-19 09:08:49,Sent,This is bullshit,iMessage,No,,No,200994
2026-01-19,09:10:41,2026-01-19 09:10:41,Sent,I don’r get do one until after she wakes up,iMessage,No,,No,200995
2026-01-19,09:10:53,2026-01-19 09:10:53,Sent,Don’ t get to do a line until after***,iMessage,No,,No,200996
2026-01-19,10:23:17,2026-01-19 10:23:17,Received,Just woke back up,iMessage,Yes,2026-01-19 11:42:06,No,200997
2026-01-19,10:23:24,2026-01-19 10:23:24,Received,I’m getting ready to go to sugies ,iMessage,Yes,2026-01-19 11:42:06,No,200998
2026-01-19,10:27:11,2026-01-19 10:27:11,Received,I want a line ,iMessage,Yes,2026-01-19 11:42:06,No,200999
2026-01-19,10:27:13,2026-01-19 10:27:13,Received,Please ,iMessage,Yes,2026-01-19 11:42:06,No,201000
2026-01-19,10:27:24,2026-01-19 10:27:24,Received,I’m going to get a check early ,iMessage,Yes,2026-01-19 11:42:06,No,201001
2026-01-19,10:39:59,2026-01-19 10:39:59,Received,Well I’m going to try. I just pulled in and Donna is here ,iMessage,Yes,2026-01-19 11:42:06,No,201002
2026-01-19,10:40:06,2026-01-19 10:40:06,Received,Let me see the situation ,iMessage,Yes,2026-01-19 11:42:06,No,201003
2026-01-19,10:42:38,2026-01-19 10:42:38,Received,Eh I’ll just come back after she leaves I feel weird asking for a check while another person is here ,iMessage,Yes,2026-01-19 11:42:06,No,201004
2026-01-19,10:43:32,2026-01-19 10:43:32,Received,So I’m coming over ,iMessage,Yes,2026-01-19 11:42:06,No,201005
2026-01-19,11:59:15,2026-01-19 11:59:15,Sent,How long do you think you’re going toe,iMessage,No,,No,201006
2026-01-19,12:01:34,2026-01-19 12:01:34,Received,Just got the kids back ,iMessage,Yes,2026-01-19 12:08:00,No,201007
2026-01-19,12:01:40,2026-01-19 12:01:40,Received,Then going to sugies ,iMessage,Yes,2026-01-19 12:08:00,No,201008
2026-01-19,12:01:47,2026-01-19 12:01:47,Received,I’ll tell her I have to be somewhere ,iMessage,Yes,2026-01-19 12:08:00,No,201009
2026-01-19,12:08:46,2026-01-19 12:08:46,Sent,What a confusing way to say this. Sounds like you dropped them somewhere and now you have them with you again lol,iMessage,No,,No,201010
2026-01-19,12:09:22,2026-01-19 12:09:22,Sent,Also this would imply that you had not yet “gotten them back” or you would say “now going to suggest”,iMessage,No,,No,201011
2026-01-19,12:10:28,2026-01-19 12:10:28,Received,I picked them up at school lol,iMessage,Yes,2026-01-19 12:10:29,No,201012
2026-01-19,12:10:35,2026-01-19 12:10:35,Sent,Can you give me some idea just so I don’t have to act like a know-nothing fool ,iMessage,No,,No,201013
2026-01-19,12:10:36,2026-01-19 12:10:36,Received,Claire wanted McDonald’s so we went there ,iMessage,Yes,2026-01-19 12:10:37,No,201014
2026-01-19,12:10:47,2026-01-19 12:10:47,Received,Now I am leaving to go to sugies ,iMessage,Yes,2026-01-19 12:10:49,No,201015
2026-01-19,12:10:48,2026-01-19 12:10:48,Sent,likewill you be back here  by 1230?,iMessage,No,,No,201016
2026-01-19,12:11:25,2026-01-19 12:11:25,Received,I’ll be fast ,iMessage,Yes,2026-01-19 12:30:46,No,201017
2026-01-19,12:11:27,2026-01-19 12:11:27,Received,I’m trying ,iMessage,Yes,2026-01-19 12:30:46,No,201018
2026-01-19,12:14:02,2026-01-19 12:14:02,Received,Stressing me out ,iMessage,Yes,2026-01-19 12:30:46,No,201019
2026-01-19,12:16:25,2026-01-19 12:16:25,Received,Pulling in now ,iMessage,Yes,2026-01-19 12:30:46,No,201020
2026-01-19,12:17:00,2026-01-19 12:17:00,Received,I’ll just tell her I need to go pick up the kids lol,iMessage,Yes,2026-01-19 12:30:46,No,201021
2026-01-19,12:31:06,2026-01-19 12:31:06,Sent,1230 deadline = Missed. Checkpoint  failed,iMessage,No,,No,201022
2026-01-19,12:32:33,2026-01-19 12:32:33,Received,Ready ,iMessage,Yes,2026-01-19 16:21:29,No,201023
2026-01-19,12:32:46,2026-01-19 12:32:46,Received,Depositing now and going to atm,iMessage,Yes,2026-01-19 16:21:29,No,201024
2026-01-19,12:32:59,2026-01-19 12:32:59,Received,Turd,iMessage,Yes,2026-01-19 16:21:29,No,201026
2026-01-19,16:59:14,2026-01-19 16:59:14,Received,How’s the stinky boy ,iMessage,Yes,2026-01-19 17:23:11,No,201070
2026-01-19,17:23:16,2026-01-19 17:23:16,Sent,We are both bad,iMessage,No,,No,201071
2026-01-19,17:23:38,2026-01-19 17:23:38,Received,Why,iMessage,Yes,2026-01-19 18:00:24,No,201072
2026-01-19,17:32:28,2026-01-19 17:32:28,Received,￼Wittle buddy ,iMessage,Yes,2026-01-19 18:00:24,Yes,201073
2026-01-19,18:12:48,2026-01-19 18:12:48,Sent,What are you dogn,iMessage,No,,No,201080
2026-01-19,18:17:13,2026-01-19 18:17:13,Received,About to have dinner ,iMessage,Yes,2026-01-19 18:28:34,No,201081
2026-01-19,18:28:43,2026-01-19 18:28:43,Sent,can you come back?,iMessage,No,,No,201082
2026-01-19,18:47:42,2026-01-19 18:47:42,Sent,Cool ,iMessage,No,,No,201083
2026-01-19,18:48:32,2026-01-19 18:48:32,Sent,I purposely used your move and strategically chose to say “I will see you a little bit later today” when you left,iMessage,No,,No,201084
2026-01-19,18:48:55,2026-01-19 18:48:55,Sent,So rock beats scissors but paper covers rock,iMessage,No,,No,201085
2026-01-19,18:59:50,2026-01-19 18:59:50,Received,￼WE ARE HAVING GIRLS ONLY PUZZLE TIME,iMessage,Yes,2026-01-19 19:10:30,Yes,201086
2026-01-19,19:15:16,2026-01-19 19:15:16,Received,I am actually killing it with this puzzle ,iMessage,Yes,2026-01-19 19:34:33,No,201087
2026-01-19,19:26:24,2026-01-19 19:26:24,Received,Claire still isn’t feeling great and asked me to help her bathe the kids and get ready for bed bc Garrett works late on Mondays. Please don’t be mad at me ,iMessage,Yes,2026-01-19 19:34:33,No,201088
2026-01-19,19:37:10,2026-01-19 19:37:10,Sent,Why would I believe you? Like - I don’t know how to explain that this was an issue already and Saturday really crystallized that you’re not going to do anything to make it harder for you to like like you did last weekend so,iMessage,No,,No,201089
2026-01-19,19:37:56,2026-01-19 19:37:56,Sent,I don’t know if I DON’T believe you but this is my point. You keep teaching me that the second I let my guard down you’re going to punish me for it and teach me not to be so stupid next time,iMessage,No,,No,201090
2026-01-19,19:38:23,2026-01-19 19:38:23,Sent,That’s all though I don’t really have a strategy here so I’m just gonna stfu,iMessage,No,,No,201091
2026-01-19,19:39:11,2026-01-19 19:39:11,Received,I am Helping Claire ,iMessage,Yes,2026-01-19 19:39:51,No,201092
2026-01-19,19:45:29,2026-01-19 19:45:29,Sent,i don’ t think its the right time to explain how you can and have just told me things you knew weren’t true  and went behind my back because I just took your word,iMessage,No,,No,201093
2026-01-19,19:49:52,2026-01-19 19:49:52,Sent,"Forget it then, I’m going to run up to the gas station in a minute anyways and I will talk to you tomorrow if you actually want to. Otherwise don’t worry abou tit",iMessage,No,,No,201094
2026-01-19,19:50:08,2026-01-19 19:50:08,Received,Please Dan ,iMessage,Yes,2026-01-19 19:50:08,No,201095
2026-01-19,19:50:54,2026-01-19 19:50:54,Received,I have been helping her all day with the kids. I am not lying to you. ,iMessage,Yes,2026-01-19 19:53:04,No,201096
2026-01-19,19:51:10,2026-01-19 19:51:10,Received,It’s fucking cold out. I just want to wash my own hair and go to bed. ,iMessage,Yes,2026-01-19 19:53:04,No,201097
2026-01-19,19:55:29,2026-01-19 19:55:29,Sent,"“ I am not lying to you and even though I could prove that at no sacrifice or cost to myself, I am not going to do that and would rather set myself up to be falsely accused over and over rather than show you I am not lying THIS TIEM”",iMessage,No,,No,201098
2026-01-19,19:56:32,2026-01-19 19:56:32,Sent,i literally can’t believe you. And you basically sadid as much with your refusal to even work with me to build trust,iMessage,No,,No,201099
2026-01-19,19:57:08,2026-01-19 19:57:08,Sent,"Literally know I am aware you lied again last weekend, never responded ",iMessage,No,,No,201100
2026-01-19,20:18:47,2026-01-19 20:18:47,Sent,￼,iMessage,No,,Yes,201101
2026-01-19,20:29:58,2026-01-19 20:29:58,Sent,aaaaand that’s why we don’t take people at their word,iMessage,No,,No,201102
2026-01-19,20:32:30,2026-01-19 20:32:30,Received,Really ,iMessage,Yes,2026-01-19 20:51:12,No,201103
2026-01-19,20:32:37,2026-01-19 20:32:37,Received,I’m at home. ,iMessage,Yes,2026-01-19 20:51:12,No,201104
2026-01-19,20:32:55,2026-01-19 20:32:55,Received,I’ve been taking care of everyone else today.,iMessage,Yes,2026-01-19 20:51:12,No,201105
2026-01-19,20:33:06,2026-01-19 20:33:06,Received,All I want is to shower and wash my hair ,iMessage,Yes,2026-01-19 20:51:12,No,201106
2026-01-19,20:51:33,2026-01-19 20:51:33,Sent,…yeah that’s it,iMessage,No,,No,201107
2026-01-19,20:55:28,2026-01-19 20:55:28,Sent,I do not fucking get it…like you have absolutely ZERO problem with me knowing that you will tell me serious and painful lies and have gotten so accustomed to that where you will say ANYTHING on the shortest route to getting me to shu,iMessage,No,,No,201108
2026-01-19,21:25:05,2026-01-19 21:25:05,Sent,"i literally asked you 3 times what elsei could get you, was bringing you food and weed and trying to let you lay down and I would fetch for youi",iMessage,No,,No,201109
2026-01-19,21:25:07,2026-01-19 21:25:07,Received,I am being serious. ,iMessage,Yes,2026-01-19 21:25:26,No,201110
2026-01-19,21:25:22,2026-01-19 21:25:22,Received,AND I THANKED YOU FOR ALL OF THAT,iMessage,Yes,2026-01-19 21:25:26,No,201111
2026-01-19,21:27:05,2026-01-19 21:27:05,Sent,yeah its not even that big of a deal but you can’t fucking use that to do damage control when you get caught lying just to play the “ugh I’m just soooo exhausted thats why this is happenign” thing ,iMessage,No,,No,201112
2026-01-19,21:27:11,2026-01-19 21:27:11,Sent,sorry i am going to shut ,iMessage,No,,No,201113
2026-01-19,21:27:16,2026-01-19 21:27:16,Sent,the fuck up,iMessage,No,,No,201114
2026-01-19,21:29:03,2026-01-19 21:29:03,Received,I wasn’t lying?!?!,iMessage,Yes,2026-01-19 21:29:05,No,201115
2026-01-19,21:29:19,2026-01-19 21:29:19,Received,I helped get the kids ready for bed,iMessage,Yes,2026-01-19 21:29:25,No,201116
2026-01-19,21:29:22,2026-01-19 21:29:22,Received,I came home,iMessage,Yes,2026-01-19 21:29:25,No,201117
2026-01-19,21:29:24,2026-01-19 21:29:24,Received,I showered. ,iMessage,Yes,2026-01-19 21:29:25,No,201118
2026-01-19,21:29:59,2026-01-19 21:29:59,Received,I’m TIRED ,iMessage,Yes,2026-01-19 21:31:30,No,201119
2026-01-19,21:34:25,2026-01-19 21:34:25,Sent,you informed me you couldn’t come over because you were going to claires . I left less than 5 minutes after that  and of course what I had been told was not the case,iMessage,No,,No,201120
2026-01-19,21:34:52,2026-01-19 21:34:52,Sent,This fucking sucks I am not enjoying this.i don’t want to even think about this shit,iMessage,No,,No,201121
2026-01-19,21:34:53,2026-01-19 21:34:53,Received,Oh bc you drive by and saw my car at home??? ,iMessage,Yes,2026-01-19 21:34:53,No,201122
2026-01-19,21:35:17,2026-01-19 21:35:17,Received,BECAUSE I DROVE CLAIRES CAR DOWN??,iMessage,Yes,2026-01-19 21:35:25,No,201123
2026-01-19,21:38:04,2026-01-19 21:38:04,Sent,"that’s not what I did, almost the opposite but regarless",iMessage,No,,No,201124
2026-01-19,21:39:06,2026-01-19 21:39:06,Sent,I don’t know literally none of this matters on your end,iMessage,No,,No,201125
2026-01-19,21:39:07,2026-01-19 21:39:07,Received,Alright Dan ,iMessage,Yes,2026-01-19 21:39:12,No,201126
2026-01-19,21:39:24,2026-01-19 21:39:24,Received,It does matter to me ,iMessage,Yes,2026-01-19 21:39:27,No,201127
2026-01-19,21:45:13,2026-01-19 21:45:13,Sent,"fucking bye - hey you should really consider that maybe you either have to bail on me  or DO SOMETHING, even if its small or or purely sentimental/ symbolic . ",iMessage,No,,No,201128
2026-01-19,22:10:48,2026-01-19 22:10:48,Sent,I don’t really care to respond to that claim,iMessage,No,,No,201129
2026-01-19,22:10:53,2026-01-19 22:10:53,Sent,Goodnight I love you. ,iMessage,No,,No,201130
2026-01-19,22:19:04,2026-01-19 22:19:04,Sent,Liar,iMessage,No,,No,201131
2026-01-19,22:19:19,2026-01-19 22:19:19,Received,wtf Dan ,iMessage,Yes,2026-01-19 22:20:33,No,201132
2026-01-19,22:19:57,2026-01-19 22:19:57,Received,I’m going to bed. Goodnight. I love you. ,iMessage,Yes,2026-01-19 22:20:33,No,201133
2026-01-19,22:20:56,2026-01-19 22:20:56,Sent,.,iMessage,No,,No,201134
2026-01-19,22:21:08,2026-01-19 22:21:08,Sent,. See my point now?,iMessage,No,,No,201135
2026-01-19,22:21:15,2026-01-19 22:21:15,Sent,bye,iMessage,No,,No,201136
2026-01-20,10:34:38,2026-01-20 10:34:38,Received,I just now woke up ,iMessage,Yes,2026-01-20 11:59:58,No,201139
2026-01-20,11:30:35,2026-01-20 11:30:35,Received,Well can I come over,iMessage,Yes,2026-01-20 11:59:58,No,201140
2026-01-20,11:59:10,2026-01-20 11:59:10,Received,?,iMessage,Yes,2026-01-20 11:59:58,No,201141
2026-01-20,11:59:51,2026-01-20 11:59:51,Received,I am going to order food for Sugie first lunch.. do you want me to get you anything ,iMessage,Yes,2026-01-20 11:59:58,No,201142
2026-01-20,12:00:27,2026-01-20 12:00:27,Sent,You can do whatever you want I don't care I'm so tired of being lied to,iMessage,No,,No,201143
2026-01-20,12:00:36,2026-01-20 12:00:36,Sent,Where are you getting food from,iMessage,No,,No,201144
2026-01-20,12:00:43,2026-01-20 12:00:43,Received,I think chilis ,iMessage,Yes,,No,201145
2026-01-20,12:04:13,2026-01-20 12:04:13,Sent, Yeah give me one second let me look at the menu,iMessage,No,,No,201146
2026-01-20,12:04:52,2026-01-20 12:04:52,Received,Ask your mom too ,iMessage,Yes,2026-01-20 12:04:52,No,201147
2026-01-20,12:06:52,2026-01-20 12:06:52,Sent,I'll have the order for you in four minutes five minutes,iMessage,No,,No,201148
2026-01-20,12:07:21,2026-01-20 12:07:21,Received,Ok thank you ,iMessage,Yes,,No,201149
2026-01-20,12:09:52,2026-01-20 12:09:52,Sent,￼Well this is what I want but I'll let you know once I get to my mom figures down why did we need to get her lunch too,iMessage,No,,Yes,201150
2026-01-20,12:10:49,2026-01-20 12:10:49,Received,I was just askint if she wanted something ,iMessage,Yes,2026-01-20 12:14:43,No,201151
2026-01-20,12:10:57,2026-01-20 12:10:57,Received,What sides ,iMessage,Yes,2026-01-20 12:14:43,No,201152
2026-01-20,12:16:45,2026-01-20 12:16:45,Sent,￼,iMessage,No,,Yes,201153
2026-01-20,12:16:48,2026-01-20 12:16:48,Sent,Oops sorry,iMessage,No,,No,201154
2026-01-20,12:16:57,2026-01-20 12:16:57,Sent,You can only get it with the Mac and cheese and fries,iMessage,No,,No,201155
2026-01-20,12:17:05,2026-01-20 12:17:05,Received,Okay ,iMessage,Yes,2026-01-20 12:17:05,No,201156
2026-01-20,12:17:06,2026-01-20 12:17:06,Sent,But that’s fine and I don’t need ranc,iMessage,No,,No,201157
2026-01-20,12:17:09,2026-01-20 12:17:09,Sent,O,iMessage,No,,No,201158
2026-01-20,12:17:12,2026-01-20 12:17:12,Sent,One sec,iMessage,No,,No,201159
2026-01-20,12:17:16,2026-01-20 12:17:16,Sent,Let me get her order,iMessage,No,,No,201160
2026-01-20,12:17:29,2026-01-20 12:17:29,Received, Already texted me ,iMessage,Yes,2026-01-20 12:17:29,No,201161
2026-01-20,12:38:49,2026-01-20 12:38:49,Received,I’m waiting for the food ,iMessage,Yes,2026-01-20 12:39:19,No,201163
2026-01-20,12:52:38,2026-01-20 12:52:38,Received,Taking forever. I’m going g to drop Sugies off to her then I’ll be there ,iMessage,Yes,2026-01-20 15:59:40,No,201165
2026-01-20,13:13:48,2026-01-20 13:13:48,Received,Coming ,iMessage,Yes,2026-01-20 15:59:40,No,201166
2026-01-20,15:59:50,2026-01-20 15:59:50,Sent,I hate today I do not like it,iMessage,No,,No,201167
2026-01-20,16:02:07,2026-01-20 16:02:07,Sent,Do you know if you’re going to be getting anything o rnt,iMessage,No,,No,201168
2026-01-20,16:04:05,2026-01-20 16:04:05,Sent,?,iMessage,No,,No,201169
2026-01-20,16:04:28,2026-01-20 16:04:28,Received,I’m trying ,iMessage,Yes,2026-01-20 16:29:11,No,201170
2026-01-20,16:32:30,2026-01-20 16:32:30,Sent,guess I will assume you dont need anything and therefore you won’t be back here,iMessage,No,,No,201171
2026-01-20,16:38:17,2026-01-20 16:38:17,Sent,i’ve asked you explicitly for lie,iMessage,No,,No,201172
2026-01-20,16:38:33,2026-01-20 16:38:33,Sent,What am I supposed to interpret or make of your sudden turn back towards being a piece of shit to mne,iMessage,No,,No,201173
2026-01-20,16:39:20,2026-01-20 16:39:20,Sent,"Nothing.   where do you think that all the fucking anxiety and stress and shit goes when you just decide I don’t deserve ANYTHING - even basic communication, much less making right the things you do",iMessage,No,,No,201174
2026-01-20,16:46:13,2026-01-20 16:46:13,Received,I AM TRYING TO GET SOME FUCKIBG MONEY ,iMessage,Yes,2026-01-20 16:48:49,No,201175
2026-01-20,16:46:25,2026-01-20 16:46:25,Received,Literally holy fuck,iMessage,Yes,2026-01-20 16:48:49,No,201176
2026-01-20,16:46:56,2026-01-20 16:46:56,Received,I close my fucking eyes for twenty min and that?????  ,iMessage,Yes,2026-01-20 16:48:49,No,201177
2026-01-20,16:47:34,2026-01-20 16:47:34,Received,Whatever. I don’t have any money. Guess it doesn’t matter if I even do get money. ,iMessage,Yes,2026-01-20 16:48:49,No,201178
2026-01-20,16:49:43,2026-01-20 16:49:43,Sent,You’re mad at me for prioritizing our ‘relationship’ (or whatever it is after you literally rejected me - I guess just nothing) over drugs?,iMessage,No,,No,201179
2026-01-20,16:50:09,2026-01-20 16:50:09,Sent,This is what I am saying - you are fucking absent any love or affection now ,iMessage,No,,No,201180
2026-01-20,16:50:27,2026-01-20 16:50:27,Sent,While at the same time making a major effort to fuck around,iMessage,No,,No,201181
2026-01-20,16:51:05,2026-01-20 16:51:05,Sent,i don’t know how you want or expect me to feel. I asked and you just fucking ignroe me like you do with everything.,iMessage,No,,No,201182
2026-01-20,16:51:27,2026-01-20 16:51:27,Sent,"I’ll fucking talk to you later,. I don’t understand why you want to pretend like you love me when you know that’s not true",iMessage,No,,No,201183
2026-01-20,17:11:30,2026-01-20 17:11:30,Received,I do. ,iMessage,Yes,2026-01-20 17:13:08,No,201184
2026-01-20,17:14:53,2026-01-20 17:14:53,Sent,does it really matter if the person you supposedly love 100% no longer believes it,iMessage,No,,No,201185
2026-01-20,17:15:36,2026-01-20 17:15:36,Sent,"Thanks, I  was really persuaded by you saying the least convincing shit possible",iMessage,No,,No,201186
2026-01-20,17:16:05,2026-01-20 17:16:05,Sent,Are you decided your not getting anything and not coming back? I fucking hate how you need every little detail  from me and refuse to even speak to me,iMessage,No,,No,201187
2026-01-20,17:16:45,2026-01-20 17:16:45,Sent,Can you ever one fucking time like make an effort to do something with me or ANYTHing that isn’t just coming here for just enough time to get your drugs,iMessage,No,,No,201188
2026-01-20,17:16:48,2026-01-20 17:16:48,Received,I have not gotten any fucking money yet ,iMessage,Yes,2026-01-20 17:16:48,No,201189
2026-01-20,17:17:05,2026-01-20 17:17:05,Received,I’ll come back over after dinner. ,iMessage,Yes,2026-01-20 17:17:05,No,201190
2026-01-20,17:40:59,2026-01-20 17:40:59,Sent,You don’t haveto .f You don’t want to. ,iMessage,No,,No,201191
2026-01-20,17:41:33,2026-01-20 17:41:33,Sent,I just wanted to know so I could figure out if she needed to wait to call idk why it has to be a big secret but ,iMessage,No,,No,201192
2026-01-20,17:41:50,2026-01-20 17:41:50,Sent,I have no idea what I did for you to be mad ta me,iMessage,No,,No,201193
2026-01-20,17:44:18,2026-01-20 17:44:18,Received,There is no big secret?!?!,iMessage,Yes,2026-01-20 18:02:46,No,201194
2026-01-20,17:44:33,2026-01-20 17:44:33,Received,I’ve asked three people to borrow money and I have nothing ,iMessage,Yes,2026-01-20 18:02:46,No,201195
2026-01-20,17:44:39,2026-01-20 17:44:39,Received,Like I am trying here ,iMessage,Yes,2026-01-20 18:02:46,No,201196
2026-01-20,19:07:29,2026-01-20 19:07:29,Received,I’ll be over in a little while ,iMessage,Yes,2026-01-20 19:39:02,No,201197
2026-01-20,19:07:33,2026-01-20 19:07:33,Received,Still zero money. ,iMessage,Yes,2026-01-20 19:39:02,No,201198
2026-01-20,19:39:14,2026-01-20 19:39:14,Sent,Why are you being like this? I don’t care about gettinganything,iMessage,No,,No,201199
2026-01-20,19:39:48,2026-01-20 19:39:48,Sent,i would offer that you could come spend the night because bop will be here late late tonight,iMessage,No,,No,201200
2026-01-20,19:40:23,2026-01-20 19:40:23,Sent,But I feel silly even saying that like you’vemade clear that’s not something you want todo,iMessage,No,,No,201201
2026-01-20,19:47:50,2026-01-20 19:47:50,Received,Maybe I will???,iMessage,Yes,2026-01-20 19:49:01,No,201202
2026-01-20,19:47:57,2026-01-20 19:47:57,Received,Finishing up with Sugie ,iMessage,Yes,2026-01-20 19:49:01,No,201203
2026-01-20,19:48:08,2026-01-20 19:48:08,Received,I asked my mom for money. We willl see if she sends it. ,iMessage,Yes,2026-01-20 19:49:01,No,201204
2026-01-20,19:57:14,2026-01-20 19:57:14,Sent,I have not seen a single ~maybe turn into a yes about any decision ive ever seen you make.  So,iMessage,No,,No,201205
2026-01-20,19:57:35,2026-01-20 19:57:35,Sent,i guess feel free to prove me wrong ,iMessage,No,,No,201206
2026-01-20,20:09:15,2026-01-20 20:09:15,Received,I’m leaving sugies ,iMessage,Yes,2026-01-20 20:16:40,No,201207
2026-01-20,20:12:04,2026-01-20 20:12:04,Received,I got you something ,iMessage,Yes,2026-01-20 20:16:40,No,201208
2026-01-20,20:12:22,2026-01-20 20:12:22,Received,Not cherry slush but close ,iMessage,Yes,2026-01-20 20:16:40,No,201209
2026-01-20,23:06:38,2026-01-20 23:06:38,Received,I’m at home. ,iMessage,Yes,2026-01-20 23:07:48,No,201210
2026-01-20,23:08:11,2026-01-20 23:08:11,Sent,okay,iMessage,No,,No,201211
2026-01-20,23:11:14,2026-01-20 23:11:14,Sent,Annie I don’t know how to do this I’m very bad at it,iMessage,No,,No,201212
2026-01-20,23:14:38,2026-01-20 23:14:38,Sent,i am completely shattered ,iMessage,No,,No,201213
2026-01-20,23:15:28,2026-01-20 23:15:28,Sent,You seem to think I forget when I asked you who you were talking to that you hung up on when I asked what you were doing,iMessage,No,,No,201214
2026-01-20,23:15:34,2026-01-20 23:15:34,Received,Well someone was dying. That’s why he called. ,iMessage,Yes,2026-01-20 23:15:35,No,201215
2026-01-20,23:15:37,2026-01-20 23:15:37,Sent,I just don’t have any words,iMessage,No,,No,201216
2026-01-20,23:17:02,2026-01-20 23:17:02,Sent,I don’t know how to do this,iMessage,No,,No,201217
2026-01-20,23:20:45,2026-01-20 23:20:45,Sent,…annie I’ve seen you interact with so many people and you are a great person and literally everyone loves you,iMessage,No,,No,201218
2026-01-20,23:22:32,2026-01-20 23:22:32,Sent,fucking forget it I don’t have any idea what to do,iMessage,No,,No,201219
2026-01-20,23:24:30,2026-01-20 23:24:30,Sent,my entire chest is on fire from trying to accept that I’m not special to you anymore and that this is what I am to you now,iMessage,No,,No,201220
2026-01-20,23:26:14,2026-01-20 23:26:14,Sent,everything is fake I don’t understand how you think this is an appropriate reaction,iMessage,No,,No,201221
2026-01-20,23:32:02,2026-01-20 23:32:02,Sent,this is going to make me sick,iMessage,No,,No,201222
2026-01-20,23:32:29,2026-01-20 23:32:29,Received,I am not doing anything ,iMessage,Yes,2026-01-20 23:32:30,No,201223
2026-01-20,23:33:58,2026-01-20 23:33:58,Sent,0 sympathy and I just,iMessage,No,,No,201224
2026-01-20,23:35:10,2026-01-20 23:35:10,Sent,Please. You dont have to be meany to yourself but I need you to understand ,iMessage,No,,No,201225
2026-01-20,23:37:50,2026-01-20 23:37:50,Sent,Sorry. It’s me that needs to understand. ,iMessage,No,,No,201226
2026-01-20,23:39:26,2026-01-20 23:39:26,Sent,Look at this ^ you could not care less and I am legitimately broken from trying to win your love back,iMessage,No,,No,201227
2026-01-20,23:41:11,2026-01-20 23:41:11,Received,I’m getting ready for bed Dan ,iMessage,Yes,2026-01-20 23:41:12,No,201228
2026-01-20,23:46:58,2026-01-20 23:46:58,Sent,You have not said a single thing that would indicate you want me to believe you or feel better,iMessage,No,,No,201229
2026-01-20,23:50:45,2026-01-20 23:50:45,Sent,everything is ruined and ,iMessage,No,,No,201230
2026-01-20,23:51:50,2026-01-20 23:51:50,Received,Dan stop it ,iMessage,Yes,2026-01-20 23:57:40,No,201231
2026-01-20,23:52:02,2026-01-20 23:52:02,Received,What you are thinking isn’t true ,iMessage,Yes,2026-01-20 23:57:40,No,201232
2026-01-21,00:06:57,2026-01-21 00:06:57,Sent,if you have anything to say to me tomorrow,iMessage,No,,No,201233
2026-01-21,00:08:30,2026-01-21 00:08:30,Sent,Please let me know.. I can not think right and I don’t know how to ,iMessage,No,,No,201234
2026-01-21,00:09:39,2026-01-21 00:09:39,Sent,Stop loving you. ,iMessage,No,,No,201235
2026-01-21,01:11:15,2026-01-21 01:11:15,Sent,Ammoe o,iMessage,No,,No,201236
2026-01-21,01:11:56,2026-01-21 01:11:56,Sent,Vei’ve figured out thatchers nothing I can do to coax you into loving me again. This is not an ultimateum. ,iMessage,No,,No,201237
2026-01-21,01:39:33,2026-01-21 01:39:33,Sent,You know that I need to cut this off immediately if you won’t  purge this person from your life permanently and immediately.  I don’ t really know why I need to ask you for hat since you told me you weren’t involved with him and he has been “out of control” “calling you non-stop”  ,iMessage,No,,No,201238
2026-01-21,01:41:54,2026-01-21 01:41:54,Sent,I need you to give me clarity about what is going on with us and what is and isn't okay + why you won't date me.,iMessage,No,,No,201239
2026-01-21,02:32:45,2026-01-21 02:32:45,Sent,i am really not okay righ tnow ,iMessage,No,,No,201240
2026-01-21,06:35:05,2026-01-21 06:35:05,Sent,idk what im supposeed to do right now. What is even real here?   I’ve spent 10 years building a connection with and falling deeper in love with someone who I have no idea who they actually are.    You’re the best friend I’ve ever had and the only person I’ve ever truly caredabout.  I wish you knew how much it means to me that there is at least one person,iMessage,No,,No,201241
2026-01-21,06:47:35,2026-01-21 06:47:35,Sent,"You say you care about me still. You tell me you love me. You INSIST that you don’t want to lose me or us.  But those things can not be true now, no matter how many times you claim otherwise.   If you wanted those things, you could have had them. Instead you have used the fact that I can’t figure out how to see you for what you REALLY are (to me) to get away with anything you want without even having to acknowledge it happened.",iMessage,No,,No,201242
2026-01-21,06:52:34,2026-01-21 06:52:34,Sent,you don't understand how much this hurts me. everything EVERYTHING is fake. it's all lies  you don’t even see how you’ve ruined my life and I don’t know what anything means now,iMessage,No,,No,201243
2026-01-21,10:03:30,2026-01-21 10:03:30,Received,Can I come over in a little bit ,iMessage,Yes,2026-01-21 15:17:18,No,201244
2026-01-21,10:47:45,2026-01-21 10:47:45,Received,?,iMessage,Yes,2026-01-21 15:17:18,No,201245
2026-01-21,11:25:09,2026-01-21 11:25:09,Received,"I guess when you wake up, let me know if it’s okay.. ",iMessage,Yes,2026-01-21 15:17:18,No,201247
2026-01-21,12:52:31,2026-01-21 12:52:31,Received,Okay well I’m going to come over ,iMessage,Yes,2026-01-21 15:17:18,No,201249
2026-01-21,15:13:44,2026-01-21 15:13:44,Received,I’m grabbing guacamole then coming back over ,iMessage,Yes,2026-01-21 15:17:18,No,201251
2026-01-21,15:17:28,2026-01-21 15:17:28,Sent,Can u get me monster,iMessage,No,,No,201252
