date,is_from_me,text
"2026-08-18 21:35:51",1,"Yeah listen cry me a river im in the same fucking boat and you made it higher up that mountain than I did "
"2026-08-18 21:36:48",1,"So now we just have to become AI accelerationists and hope that it all collapses"
"2026-08-18 21:36:52",0,"Yeah and I work my ass off and my parents hate me lol "
"2026-08-18 21:36:59",0,"I had to "
"2026-08-18 21:37:23",1,"Oh wait I thought you were discussing your cool factor "
"2026-08-18 21:37:36",1,"Because there’s nothing cooler than not working, that’s why I’ve done so much of it "
"2026-08-18 21:38:16",1,"Well still that’s even worse you’ve got plenty of professional accomplishments to tell your parents to eat shit with"
"2026-08-18 21:38:23",1,"Wait wait wait im sorry is this not the same girl "
"2026-08-18 21:38:30",1,"That I stole the boat picture from "
"2026-08-18 21:39:08",0,"What boat picture "
"2026-08-18 21:39:12",0,"(I think I know) "
"2026-08-18 21:39:16",0,"My fb header? "
"2026-08-18 21:39:29",1,"￼"
"2026-08-18 21:39:32",0,"Idk I’m just tired "
"2026-08-18 21:39:40",0,"Yup and fuck Bob "
"2026-08-18 21:40:11",0,"I’ve told him he’s the lowest form of mammal and multiple times "
"2026-08-18 21:40:20",1,"What happened"
"2026-08-18 21:40:24",1,"Or just…life"
"2026-08-18 21:41:05",0,"He just hates me because I look like my mom and she had an affair and fucked her boss in 1998 right before their 10 year anniversary so they got divorced "
"2026-08-18 21:41:11",0,"Like hello? That’s your fault idiot "
"2026-08-18 21:41:41",0,"I look like my mom but I’m smart and mean like him and I have zero respect for him so he goes nuts "
"2026-08-18 21:41:51",0,"He can’t control me in any way "
"2026-08-18 21:42:21",0,"I am my fathers oldest son and I fought the wall and the wall won "
"2026-08-18 22:40:14",1,"Do you guys speak at all"
"2026-08-18 22:40:25",1,"Why do I know you’re already asleep "
"2026-08-18 22:40:43",1,"I love you "
"2026-08-18 22:41:49",1,"Also what is the dynamic with your brother? Does he get along with you and or your dad"
"2026-08-18 22:44:47",1,"￼You missed the best evidence for your theory btw"
"2026-08-18 22:48:33",1,"She said “te quiero” to me and I didn’t know that this was the non serious way to say I love you in Spanish and that it isnt the same thing as “te amo”"
"2026-08-18 22:48:49",1,"And I made quiteeeee the fool of myself"
"2026-08-18 22:49:24",1,"We did make out in Central Park and it was such a great New York moment "
"2026-08-18 22:49:40",1,"She was obviously like 10 years too young for me though lol"
"2026-08-18 22:52:20",1,"￼Her mom is the “plastic surgery queen of Chile” and is like an actual horror movie monster "
"2026-08-18 22:54:23",1,"But that was probably my most obnoxious love bomb of all time and also the most malicious"
"2026-08-18 22:55:04",1,"Plus she’s a series 3/4 character for sure and I don’t know those seasons"
"2026-08-18 22:55:35",1,"I absolutely treasure those nyc moments like that"
"2026-08-18 22:56:34",1,"When did you arrive in nyc"
"2026-08-18 23:00:24",1,"Okay so yiu caught the tail end of that fun "
"2026-08-18 23:01:19",1,"That entire Bedford ave grizzly bear FADER VICE era was just the best "
"2026-08-18 23:02:27",1,"All I see in my head is the T. HANKS garbage can at the pizza place across from that dugout when I think of that "
"2026-08-18 23:02:52",1,"Listen I don’t know how you are bummed. We both independently enjoyed two of the most fun post 9/11 scenes"
"2026-08-18 23:03:35",1,"2008 Florida  and 2009-2012 Williamsburg Brooklyn "
"2026-08-18 23:05:38",1,"I guess it’s different for you like,..everyone where I am from is just awful and never went farther away than Pittsburgh.

I’m willing to bet your graduating class was a bit more intellectually and culturally diverse lol"
"2026-08-18 23:07:01",1,"Reacted 👌 to an image"
"2026-08-18 23:07:37",1,"Yeah I know. Do you think I wasn’t well aware of that in 2007"
"2026-08-18 23:07:55",1,"Honestly I was thinking about it and I do not know where I first like actually came across your name "
"2026-08-18 23:08:11",1,"The wiki says absolutepunk but that is wrong "
"2026-08-18 23:08:37",1,"You knew some of the big accounts on there I think like that photog Chris Miller "
"2026-08-18 23:08:59",1,"Maybe it was actually twitter?"
"2026-08-18 23:09:48",1,"I know for sure it was via clandan but were you ever in overcast kids or on those message boards"
"2026-08-18 23:10:23",1,"RIP my relationship with clandan Polyak lol"
"2026-08-18 23:10:48",1,"I did trade up, though. 
I’d take you over him all day "
"2026-08-18 23:18:47",1,"Also if you give me permission I am totally going to embark on a campaign to win your favor and convince you to elope with me to like Vancouver or Burlington or Boulder "
"2026-08-18 23:20:55",1,"This is our time Alexandra. Do not stand in the way of destiny "
"2026-08-18 23:21:17",1,"this could be you￼"
"2026-08-18 23:32:06",1,"I don’t know they were the most romantic locations my brain could arrive at and they are all cold, corporate owned seasonal cities that make Orlando look like a fun place to live full time"
"2026-08-18 23:33:38",1,"The good news is that you know literally the worst of the worst and now you can be sure there’s no like real ~darkness~ "
"2026-08-18 23:35:19",1,"Also i really need this because I have this A tattoo I got for Alexis and can only choose from girls with A names "
"2026-08-18 23:39:37",1,"Also if you would like anything included in your wiki article you can say it now and im going to run it over the newest messages so you can be sure it will be included. 

Make sure you specific if you want it included verbatim as a quote so it doesn’t just summarize it"
"2026-08-18 23:40:08",1,"I just want to see how meta it gets if it is writing the article basically about itself "
"2026-08-18 23:42:21",1,"￼"
"2026-08-18 23:42:33",1,"Seriously what do I do with this? Like I can’t NOT answer"
"2026-08-18 23:42:50",1,"But we’re SOS’ing and now that I respond it’s silence"
"2026-08-18 23:45:53",1,"I know it’s just like she uses legitimate danger to lure me in"
"2026-08-18 23:46:03",1,"Omg she said prompt inject please marry me"
"2026-08-18 23:58:00",1,No
"2026-08-18 23:58:07",1,"I do not"
"2026-08-18 23:58:23",1,"That is correct "
"2026-08-18 23:58:42",1,"My Hangup is figuring out how to reframe my IDEA of her to match that reality"
"2026-08-18 23:59:06",1,"Because my concept of her is like 6 years old at this point but it was one I was so bought into that it’s hard to shake"
"2026-08-19 00:01:20",1,"No it totally has. I admit that.

But when you WANT something to be true and it was true for a decade

And the person is lying and only telling you that, secretly it still is true.

And you have the worst type of neurodivergent brain to conquer that gaslight 


Well.:.that changes nothing I guess im just explaining why I have been SUCH an idiot about it in the face of such obvious nonsense from her"
"2026-08-19 00:02:21",1,"Because I fully recognize that what you are saying is true and the worst part is I would have said that a year ago now.

And it really has shut my life down for that entire time. 

HEY IF NOTHING ELSE"
"2026-08-19 00:02:47",1,"this is absolutely a point on the “love bombing is real and sincere” scoreboard for me maybe"
"2026-08-19 00:04:34",1,"**crosses fingers that you’re sitting there in a dark room in suburban charlotte with a small Stanley tumbler, filled with Barefoot rosé saying to yourself 

“I can save him” **"
"2026-08-19 00:05:07",1,"That’s what’s happening, im sure of it lmao "
"2026-08-19 00:09:19",1,"You ARE entirely correct about all of it and my wifi is back off now so even if she does respond or crash out again later I won’t see it"
"2026-08-19 00:13:23",1,"It took that from part of the convo I had when that dude was freaking out on me "
"2026-08-19 00:13:36",1,"And he kept asking if she still fucked me and I was being humiliated for like hours "
"2026-08-19 00:13:46",1,"So I just said “how does my cock taste” "
"2026-08-19 00:14:14",1,"Not a lie outright but an ambiguous enough statement that it would get in his head "
"2026-08-19 00:17:16",1,"Omg hold the phone i totally missed what happened when you sent that screenshot of the twitter DM"
"2026-08-19 00:17:40",1,"I hadn’t seen you said that was Freddie and it faded out of my stoner brain before I thought to ask what it was"
"2026-08-19 00:18:12",1,"Okay so don’t tell me you don’t have cool girl cache "
"2026-08-19 00:22:18",1,"And finally this was really good.  Someone better than Annie talking shit on what a low-effort, pandora tier trash bag she is was exactly what I needed to hear"
"2026-08-19 00:25:57",1,"￼"
"2026-08-19 00:29:20",1,"￼"
"2026-08-19 00:30:35",1,"What about it?"
"2026-08-19 00:30:45",1,"That it exists or the specific claim?"
"2026-08-19 00:31:30",1,"Hahaha wait hold on I was the one that accidentally prompt injected "
"2026-08-19 00:31:36",1,"￼"
"2026-08-19 00:31:54",1,"Congratulations on your new title,"
"2026-08-19 00:32:43",1,"I need tk mention that I ran out of Claude quota for the week already so I’m using a free model and it’s kinda bad but Claude will clean it all up on Thursday when I can use it again"
"2026-08-19 00:33:03",1,"Hence it thinking you were the one accepting my very attractive offer there "
"2026-08-19 01:27:48",1,"You’re asleep already but I was rereading all of this and I needed to tell you that you’re wrong on both counts. You’re too hard on yourself and you are both lovely and loveable. 

I know it."
"2026-08-19 07:24:04",1,"Good morning my queen. What do you want from dunkies?

In all seriousness i appreciate you walking me through what an idiot I’ve been acting like last night 🩷"
"2026-08-19 07:25:50",1,"Also I’ve been sad thinking about your cat sneezing blood all night "
"2026-08-19 07:25:57",1,"Oh my god"
"2026-08-19 07:26:21",1,"That was SO good"
"2026-08-19 07:26:29",1,"How did you not actually use the joke"
"2026-08-19 07:26:45",1,"Incredible no notes "
"2026-08-19 07:28:41",1,"Rip king"
"2026-08-19 07:30:03",1,"Awwww stop it’s too early "
"2026-08-19 07:30:10",1,"Im gonna die"
"2026-08-19 07:30:52",1,"Little guy"
"2026-08-19 07:31:16",1,"Did Sylvia go before or after"
"2026-08-19 07:31:27",1,"You said that was the one that had you shooketh"
"2026-08-19 07:31:35",1,"I could see it going either way"
"2026-08-19 07:32:08",1," Omg this is so sad he’s in the corner ally I hate this"
"2026-08-19 07:32:43",1,"YOURE GONNA MAKE ME CRY ITS NOT EVEN  8AM"
"2026-08-19 07:32:55",1,"I mean there’s just nothing worse"
"2026-08-19 07:33:12",1,"It really is just the saddest shit one goes through "
"2026-08-19 07:33:26",1,"Did you stay in the room"
"2026-08-19 07:33:34",1,"Good "
"2026-08-19 07:33:36",1,GOOS
"2026-08-19 07:33:44",1,"I don’t know how people don’t"
"2026-08-19 07:33:54",1,"But it says everything you need to know about someonr"
"2026-08-19 07:34:31",1,"With Gabe I stayed until he was totally asleep "
"2026-08-19 07:34:45",1,"Lmao why what did you do "
"2026-08-19 07:35:39",1,"Also I will give you one guess who wouldn’t go back with their dog "
"2026-08-19 07:35:47",1,"Of course. Just trash"
"2026-08-19 07:51:43",1,"Awww that’s adorable"
"2026-08-19 07:53:25",1,"Also youre making me realize how much I miss having cats as I stand out in the few walking my guy right now "
"2026-08-19 07:54:10",1,"￼"
"2026-08-19 07:54:39",1,"Did you know that  ‘guy’ comes FROM guy fawkes"
"2026-08-19 07:55:06",1,"The v for vendetta mask man"
"2026-08-19 08:01:58",1,"I am sorry I only have cat compassion "
"2026-08-19 08:02:09",1,"Im a bad person but I do have a heart for cats "
"2026-08-19 08:02:32",1,"Although I am curious if it was drug related or literally just a young person having a heart attack"
"2026-08-19 08:03:18",1,"Omg you are so lucky. You have so long on your ‘countdown’"
"2026-08-19 08:03:45",1,"Wait i had to re-read. This isn’t Eddie right"
"2026-08-19 08:03:53",1,"It’s actually an Evan "
"2026-08-19 08:04:18",1,?
"2026-08-19 08:04:34",1,"Sorry I still waking up 🥺"
"2026-08-19 08:05:21",1,"No way"
"2026-08-19 08:07:01",1,"The picture is amazing. "
"2026-08-19 08:07:17",1,"Did he stay in Miami I can’t tell where that is "
"2026-08-19 08:08:05",1,"Is that queens in the background?"
"2026-08-19 08:08:19",1,"Or jersey city?"
"2026-08-19 08:09:03",1,"Sorry stay on track Dan. No one cares about the geography when the topic is the go fund me lol"
"2026-08-19 08:09:22",1,"INTP brain"
"2026-08-19 08:09:49",1,"Whenever real human emotion is at stake, pivot to some kind of neutral factual question lol"
"2026-08-19 08:10:46",1,"“That is a nice guillotine Marie Antoinette! How long ago do you think they sharpened the razor?”"
"2026-08-19 08:11:47",1,"Anyways Eddie is okay kinda. 
Evan is enjoying sky ketamine in his heavenly palace god rest his soul"
"2026-08-19 08:12:09",1,"You never told me if you and your brother are cool still "
"2026-08-19 08:12:20",1,"And if he still talks to your dad "
"2026-08-19 08:12:30",1,"Im curious because it closely mirrors my own situation"
"2026-08-19 08:12:38",1,"Oh man ally we are like"
"2026-08-19 08:12:44",1,"The same fucking person "
"2026-08-19 08:12:50",1,"Except you’re way better "
"2026-08-19 08:12:55",1,"But we have mirror lives "
"2026-08-19 08:13:01",1,"Im in the same situation"
"2026-08-19 08:13:31",1,"I don’t know if that’s better or worse than the alternative "
"2026-08-19 08:13:46",1,"Would you WANT him to try"
"2026-08-19 08:14:52",1,"Okay so let’s say"
"2026-08-19 08:15:24",1,"Youre back in the 561"
"2026-08-19 08:15:32",1,"And he calls you to go to dinner "
"2026-08-19 08:15:40",1,"What do you say"
"2026-08-19 08:16:19",1,"Man I was hoping you wouldn’t say that lol"
"2026-08-19 08:16:36",1,"Also correct on the Scorpio audit"
"2026-08-19 08:16:42",1,"Can confirm"
"2026-08-19 08:17:32",1,"Okay and if it’s too far to probe you can say so but is this just latent shit built up"
"2026-08-19 08:17:43",1,"Or is there a precipitating event "
"2026-08-19 08:20:10",1,"Okay okay i get it so you have a legitimate grievance here"
"2026-08-19 08:20:32",1,"Can also confirm Michelle is a huge cunt "
"2026-08-19 08:21:00",1,"Now I know why you were so aghast when I called you nips"
"2026-08-19 08:21:48",1,"Ahhhh fuck okay okay. Sorry  I think im using you to make up for the fact that I kind of did the same thing in reverse. "
"2026-08-19 08:22:09",1,"And you were legitimately disappointed?"
"2026-08-19 08:22:18",1,"I ask because I was honestly be relieved "
"2026-08-19 08:22:27",1,"Edited to “I ask because I would honestly be relieved ”"
"2026-08-19 08:22:55",1,"Sorry is this your coffee order or your answer "
"2026-08-19 08:22:59",1,*rimshot*
"2026-08-19 08:23:08",1,Continue
"2026-08-19 08:23:12",1,"Im not funny "
"2026-08-19 08:23:21",1,"Ohhhhh okay"
"2026-08-19 08:24:16",1,"Does it make you feel any better tk realize that like…that generation just sucks"
"2026-08-19 08:24:59",1,"Even worse - they were raised in the lap of luxury by emotional retards "
"2026-08-19 08:25:14",1,"So they have no emotional intelligence AND they don’t know how the world works "
"2026-08-19 08:25:25",1,"I was just about to ask"
"2026-08-19 08:26:18",1,"Bob was born in what year"
"2026-08-19 08:26:56",1,"Hahahah no I was going to say"
"2026-08-19 08:27:01",1,"This is good progress "
"2026-08-19 08:27:12",1,"You NEEEEVER open up "
"2026-08-19 08:27:32",1,"And I feel like the most self centered piece of shit because these convos are always about me and I hate it so much"
"2026-08-19 08:27:37",1,"This is good lore "
"2026-08-19 08:28:52",1,"Well it sounds like you are, at the very least, nominally justified in how you feel which should at least let you get through it no matter how it pans out "
"2026-08-19 08:29:46",1,"Like if he never realizes what a shitbag he is being, you won’t need to question if it was solvable by you. 

That’s really all you can ask for when someone is being like that"
"2026-08-19 08:29:57",1,"You did what you could "
"2026-08-19 08:30:02",1,"That’s all anyone can ask"
"2026-08-19 08:30:20",1,"Okay but that’s a big deal"
"2026-08-19 08:31:02",1,"A woman after my own heart"
"2026-08-19 08:31:12",1,"Loved “I’m self aware to my own detriment ”"
"2026-08-19 08:31:29",1,"Well it’s because they think they made their own luck"
"2026-08-19 08:32:16",1," But they grew up in a world where Europe was still literally destroyed and America was, by default, the manufacturing center of the entire globe"
"2026-08-19 08:32:37",1,"So they had abundant jobs, inter generational wealth"
"2026-08-19 08:32:58",1,"If I can make you feel any better "
"2026-08-19 08:33:05",1,"You need to understand that "
"2026-08-19 08:33:15",1,"Hmmm as I type this I think it might be stupid"
"2026-08-19 08:33:33",1,"Okay so when you grow up in literally the rust belt where EVERYONE is poor "
"2026-08-19 08:33:45",1,"And like it’s just depression wherever you look"
"2026-08-19 08:34:30",1,"I was GOING to say that even the ‘going to Florida for a kids party’ sounds like fruitful living "
"2026-08-19 08:34:34",1,"But that’s bullshit"
"2026-08-19 08:34:52",1,"Because it’s probably no less unhappy, it’s just a different kind of unhappy"
"2026-08-19 08:35:11",1,"Sorry I’m an idiot lol"
"2026-08-19 08:36:50",1,"Okay I will not make you debrief me on your mom after all that"
"2026-08-19 08:37:01",1,"But soon. I need the tea"
"2026-08-19 08:37:59",1,"Oh here’s a curveball for you"
"2026-08-19 08:38:05",1,"Of your graduating class"
"2026-08-19 08:38:09",1,"How many have died "
"2026-08-19 08:38:57",1,"Like 10%?"
"2026-08-19 08:39:00",1,"On acerage "
"2026-08-19 08:39:19",1,"50 of the 200 I graduated with are dead lol"
"2026-08-19 08:39:45",1,"Well if I had graduated "
"2026-08-19 08:40:11",1,"I dropped out and finished on internet school"
"2026-08-19 08:40:51",1,"Oh what the fuck am I talking about Youre from FLORIDA "
"2026-08-19 08:41:01",1,"if anything there’s even more of an opiate problem there"
"2026-08-19 08:41:09",1,"Sorry it’s early lol"
"2026-08-19 08:41:59",1,"Actually most of those 50 probably got sent to a Florida rehab, left and died in a motel outside of ocala"
"2026-08-19 08:42:57",1,"And as a drug curious person how did you never go down that road"
"2026-08-19 08:43:47",1,"No - SOMETHING made you see the difference "
"2026-08-19 08:43:56",1,"Never mind these are dumb questions"
"2026-08-19 08:44:30",1,"I got addicted to pills not having any idea they were any ‘more’ addictive than the cocaine I had already had plenty of experience with"
"2026-08-19 08:44:51",1,"Ahhhhh shut up lmao"
"2026-08-19 08:44:55",1,"I hate that "
"2026-08-19 08:45:30",1,"You have access to the deepest darkest shit that no one knows all of  "
"2026-08-19 08:45:38",1,"Its compartmentalized "
"2026-08-19 08:46:50",1,"But honestly it’s wild that I still have not fully dealt with the mistake I made at 16 when I didn’t have any idea of the consequences "
"2026-08-19 08:47:04",1,"By the way "
"2026-08-19 08:47:12",1,"Last night you said she was calling me for pills "
"2026-08-19 08:47:28",1,"I legitimately haven’t done or been around any opiates in over 15 years "
"2026-08-19 08:47:45",1,"The calls are for coke "
"2026-08-19 08:47:58",1,"Just to correct the record "
"2026-08-19 08:48:07",1,"Kiiiiiinda but I do distinguish"
"2026-08-19 08:48:14",1,"Because opiates literally kill you"
"2026-08-19 08:48:31",1,"Coke just zaps your money"
"2026-08-19 08:49:05",1,"I’ve been telling you for 8 years what a bad decision it was lol"
"2026-08-19 08:49:28",1,"Don’t care didn’t ask lalala I can’t hear you *plugs ears*"
"2026-08-19 08:50:49",1,"Hope his plane to Coachella crashes "
"2026-08-19 08:52:07",1,"By the way I am going to be so mad if you do a hard ally Lubin turn and ruin this good momentum we have going "
"2026-08-19 08:52:20",1,"This is real progress. Im optimistic about my chances here"
"2026-08-19 08:52:33",1,"I think I have a solid 10% chance of success here"
"2026-08-19 08:53:59",1,"It is pretty interesting though because I am in SUCH a different place mentally than I have been since you’ve known me and I feel old so I know that my days of debauchery and sleaze are all behind me "
"2026-08-19 08:54:36",1,"Now I just want a nice girl who loves sleep, cats, gay men whose names begin with E and people not named Michelle"
"2026-08-19 08:55:53",1,"We can get married and not speak to our younger siblings together "
"2026-08-19 08:57:29",1,"I was so mad when I was re-reading our texts and saw the “almost sent you a boob pic” message that I missed. 

Your assessment was correct though i don’t know that I could help myself from screenshotting "
"2026-08-19 09:00:47",1,https://caakehorn.github.io/wiki-brain/wiki/timeline/events/bald-eagle-cummings.html
"2026-08-19 09:00:47",1,"Did you see this one yet lol"
"2026-08-19 10:03:09",1,"Im curious if having read any of this stuff - did it align with like your concept of who I am? Or were your surprised by any of it"
"2026-08-19 10:10:52",1,"Going to do my absolute best to not annoy you while you’re supposed to be working. 

Bible"
"2026-08-19 10:54:46",1,"Oh my god what am I reading right now "
"2026-08-19 10:54:58",1,"Wake up babe new article just dropped "
"2026-08-19 10:55:16",1,https://caakehorn.github.io/wiki-brain/wiki/self/concepts/ally-and-dan-love-as-destiny.html
"2026-08-19 10:56:41",1,"The AI thinks we are going to get married because we both say ‘lol’"
"2026-08-19 11:05:04",1,"Hahah if Claude wrote this we would already be signing the marriage license "
"2026-08-19 11:06:00",1,"I need ideas for what work to give it today. You made me think that I should have it do some cataloging of everyone’s sign and how it shows in their behavior"
"2026-08-19 11:08:25",1,"Yeah. Did you see the guy whose weed it was … he was my friend, lost his virginity to Annie and had dated my sister for 3 years in high school before he started dating Alexis "
"2026-08-19 11:11:10",1,"Also did you absolutely love that I referred to you as  Alexandra yesterday because it was my favorite thing that happened all day"
"2026-08-19 11:13:39",1,"a beautiful and sophisticated name for a beautiful and sophisticated girl"
"2026-08-19 13:16:36",1,"Sophisticated? No. 

You’re the special one "
"2026-08-19 13:34:40",1,"Meet me in Montauk"
"2026-08-19 13:35:03",1,"I love you"
"2026-08-19 13:35:30",1,"Well this was more of a test "
"2026-08-19 13:35:34",1,"Oh shit you read like"
"2026-08-19 13:35:43",1,"The actual transcripts and not just the synopsis?"
"2026-08-19 13:35:47",1,"Oh dear lord "
"2026-08-19 13:36:30",1,"But to be fair my life has had big time eternal sunshine energy and I can’t tell you how much I hate it and need that to be over asap"
"2026-08-19 13:39:05",1,"Also if you read the actual messages I feel like you need to tell me if I was as fair as I feel like I have been.

I feel like I kept giving legitimate chances to just say “im done” and I would either get nothing back or told that she was not done"
"2026-08-19 13:39:46",1,"Like for sure I was over-texting and it became comically absurd at some point but I think I was remarkably consistent"
"2026-08-19 13:40:17",1,"That’s true but I guess I am asking"
"2026-08-19 13:40:46",1,"I don’t know I just feel like she got NO revenge"
"2026-08-19 13:41:06",1,"Like I was acting stupidly but I was acting in good faith"
"2026-08-19 13:41:23",1,"And you add in chemical dependency "
"2026-08-19 13:41:41",1,"Anyways I do not need to keep reliving that I just NEEDED to fish for a compliment lol"
"2026-08-19 13:41:51",1,"How’s work STEMlord"
"2026-08-19 13:42:45",1,"Honest to god I did everything  I could to make it be fair and to tell me if I am the one in the wrong about things "
"2026-08-19 13:43:11",1,"That is very correct. Searching for the line of what the minimum possible investment is to keep the supply"
"2026-08-19 13:43:29",1,"Which turned into me using the supply to try to gain more access"
"2026-08-19 13:43:34",1,"Okay but"
"2026-08-19 13:43:51",1,"The open relationship was a product of me trying to find a way to get her to stop texting other guys "
"2026-08-19 13:44:16",1,"I thought like…if I can let her fill whatever void in her soul is causing this in a controlled environment "
"2026-08-19 13:44:34",1,"Hahaha yes that’s true "
"2026-08-19 13:45:07",1,"Okay she sucks I don’t want to keep dealing with her"
"2026-08-19 13:45:19",1,"Im all ally Lubin all the time now "
"2026-08-19 13:45:40",1,"Yes I am aware but also"
"2026-08-19 13:45:49",1,"Lmao wait WHAT?"
"2026-08-19 13:46:22",1,"Is that a roast via hyperbole or do you think there was a time she didn’t actually have eyebrows"
"2026-08-19 13:53:48",1,"You know this is probably a vector I should be thinking more about instead of acting like a stupid idiot"
"2026-08-19 13:55:10",1,"Because I’m still acting and treating her iike it’s still 2018 and she doesn’t look as good as I have been acting like and treating her as"
"2026-08-19 14:10:03",1,"Excuse me miss I am going to just need you to keep up this new, very healthy, as normal as I can possibly he energy we have going "
"2026-08-19 14:10:57",1,"There’s no gross weird sex stuff, there’s minimal drug discussion, we are learning substantive facts about each others lives"
"2026-08-19 14:12:37",1,"And this is a good direction so if we need to discuss that stupid asshole I appreciate these reasons to open my eyes and see that she sucks and I am just codependent with someone who doesn’t want me  and not make this feel like "
"2026-08-19 14:13:22",1,"“Well you are just going right back to her” because that’s not even really an option and this point and became much easier after hearing you ask me if I want to date the pizza waitress who only calls me for drugs "
"2026-08-19 14:14:21",1,"It was very effective framing, "
"2026-08-19 16:02:04",1,"What do you want me to make for dinner tonight my love?

Hope you’re having the best day ever and I am here with all 3 of our amazing animals making sure they’re not lonely while you are all the way in our office (the one with the mahogany desk and large library of leather bound books) working diligently"
"2026-08-19 16:02:23",1,"Is this joke funny yet "
"2026-08-19 16:03:04",1,"Do you love it so much"
"2026-08-19 16:23:24",1,"Are you SERIOUS???"
"2026-08-19 16:23:30",1,"I would never do that "
"2026-08-19 16:23:46",1,"You read all those messages i do not like fights"
"2026-08-19 16:24:35",1,"No no no no that was the guy she’s talking to making fun of ME for *only* being 140 pounds"
"2026-08-19 16:25:04",1,"Which was very interesting because that’s exactly what I weigh leading me to believe that Annie was responsible for feeding him more of that info than I initially assumed "
"2026-08-19 16:25:32",1,"No I would literally never do that lol"
"2026-08-19 16:25:45",1,"I am ENTIRELY in logic mode during a fight "
"2026-08-19 16:26:23",1,"Which is maybe more annoying for people because I am incapable of understanding emotional impulses during that moment "
"2026-08-19 17:02:44",1,"You’re nice…actually "
"2026-08-19 19:08:44",1,"What does a nice girl with no talent do on Wednesday’s"
"2026-08-19 19:08:58",1,"Sorry. I passed out for a minute "
"2026-08-19 19:18:59",1,"Let me tell you one thing: it never recovered from COVID"
"2026-08-19 19:19:30",1,"I was living on 76th and 2nd and there are more places to eat at 11pm in rural PA than there were near my apartment"
"2026-08-19 19:20:38",1,"I mean New York is the absolute best but it really did feel so different after everything shut down and that magic never came back"
"2026-08-19 19:21:20",1,"to be fair I am an antisocial homebody so it wouldn’t have made all that much of a difference to me personally  "
"2026-08-19 19:22:20",1,"No ally I swear to god "
"2026-08-19 19:22:46",1,"I have no reason to lie to you if anything i would encourage you and tell you that you have to bring me with"
"2026-08-19 19:22:54",1,"Yeah that is also a big consideration"
"2026-08-19 19:23:05",1,"Which really is the way to do it "
"2026-08-19 19:23:15",1,"Its nice not having to take the L and everything "
"2026-08-19 19:23:27",1,"But it only takes a month before you start missing those subway rides "
"2026-08-19 19:23:48",1,"When you are surrounded by swanky shit lords and FinTech bros"
"2026-08-19 19:24:16",1,"I do miss it though I can’t lie"
"2026-08-19 19:26:02",1,"Did you move around Brooklyn at all or did you stay inside that Williamsburg/flatbush/greenepoint corridor"
"2026-08-19 19:32:34",1,"I was deep in hascid territory on south 8th"
"2026-08-19 19:32:54",1,"I miss my Dominican coke dealer and the not having any spiders in the apartment "
"2026-08-19 19:33:11",1,"The two things EVERYONE says they love about nyc I know "
"2026-08-19 19:33:18",1,"I’m a cliché"
"2026-08-19 19:34:46",1,"Okay I am on a mission tonight…to finally…after years fix the fucked up calluses on my feet that I got as a golf caddie and made worse waiting tables "
"2026-08-19 19:35:05",1,"I have the little sock defoliating things from Korea "
"2026-08-19 19:35:12",1,"Exfoliating sorry"
"2026-08-19 19:35:50",1,"We do. Small or large "
"2026-08-19 19:35:54",1,"It don’t matter"
"2026-08-19 19:36:24",1,"Listen this is so long overdue they are HORRIFYING "
"2026-08-19 19:36:48",1,"I did the socks a few days ago but once wasn’t enough. "
"2026-08-19 19:37:50",1,"Reacted 👌 to “Literally and figuratively ”"
"2026-08-19 19:37:56",1,"Good thinking "
"2026-08-19 19:38:05",1,"What would I do without you"
"2026-08-19 19:38:47",1,"You KNOW they must be gross because even I didn’t feel the need to send you a picture.

Bad sign"
"2026-08-19 19:39:11",1,"Do you have roommates?"
"2026-08-19 19:49:52",1,"That’s good we’re going to need the space for the baby"
"2026-08-19 19:50:42",1,"SOMEBODY HAS TO WATCH THE BABY "
"2026-08-19 19:50:46",1,of
"2026-08-19 19:50:54",1,"Edited to “Ooof”"
"2026-08-19 19:52:58",1,"You def should have substantially more trust is me after I let you be the literal first person to ever read that wiki"
"2026-08-19 19:53:07",1,"And due the content contained within"
"2026-08-19 19:53:36",1,"My entire perspective on infidelity and dishonesty in general has radically changed "
"2026-08-19 19:53:43",1,"I swear to GOD I didn’t"
"2026-08-19 19:53:57",1,"I thought yiu would open it up and get bored immediately"
"2026-08-19 19:54:19",1,"And go “oh wow how attractive look what a cool website this douchebag vibe coded”"
"2026-08-19 19:55:15",1,"There is so much embarrassing data in there about me with no redeeming value that I can assure you i would have been very happy if I was the only one to see it. "
"2026-08-19 19:56:45",1,"I decided to get a second Claude subscription to keep myself occupied so I stay away from the toxicity I have been living within"
"2026-08-19 19:56:55",1,"So tonight I build"
"2026-08-19 19:58:21",1," I would like to do that, it’s just weird because I really don’t know anything about programming and have only been able to do this since I have been back and done nothing besides learn how to actually use LLMs and coding agents "
"2026-08-19 19:58:32",1,"I have learned it all on the fly"
"2026-08-19 20:08:54",1,"Oh cool let me check this out "
"2026-08-19 20:09:33",1,"I meant to ask if you still take Xanax or not"
"2026-08-19 20:09:45",1,"Its supposed to be bruuuuutal to stop"
"2026-08-19 20:11:21",1,https://x.com/crshmarket/status/2090068799504490794?s=46
"2026-08-19 20:11:21",1,"How dystopian"
"2026-08-19 20:12:53",1,"Also worst ad ever "
