date,time,sender,message,raw_timestamp,source_page
2016-05-30,22:13,Unknown,Sorry I missed u earlier. Did u stop in. & get a drink?,"5/30/16, 10:13 PM",18
2016-05-30,22:13,Unknown,I was playing speed golf so I didn't have time. Played a little better today.,"5/30/16, 10:13 PM",18
2016-05-30,22:13,Dan,Shot 84,"5/30/16, 10:13 PM",18
2016-05-30,22:13,Dan,"2 birdies, 6 pars","5/30/16, 10:13 PM",18
2016-05-30,22:13,Unknown,"Sorry I wasn't there. Nice score It's okay! I have a lifetime supply of tees, markers, pitch fixers, etc... But I forgot them all lol","5/30/16, 10:13 PM",18
2016-05-30,23:41,Dan,What holes did u birdie?,"5/30/16, 11:41 PM",18
2016-05-31,13:45,Dan,Birdies on 10 and 18,"5/31/16, 1:45 PM",18
2016-05-31,13:45,Dan,There's no such thing as a bad birdie,"5/31/16, 1:45 PM",18
2016-05-31,13:45,Unknown,My game right now is about minimizing doubles,"5/31/16, 1:45 PM",18
2016-05-31,13:45,Unknown,"Thrilled with pars, expect bogeys. Just trying to get to +9 rounds","5/31/16, 1:45 PM",18
2016-05-31,13:45,Dad,"Ur on the ball. Itʼs not the guy with the most birdies/eagles. Itʼs the guy with the least doubles. Since Iʼm so crooked from the tee… I always figured that the less balls I lose, the better my score will be","5/31/16, 1:45 PM",18
2016-05-31,13:45,Unknown,There's a few clubs I just have zero idea how to hit. Want to take a lesson sometime,"5/31/16, 1:45 PM",18
2016-05-31,13:45,Unknown,"I borrowed Annie's hybrid. If I could sort out how to hit it, I'd be in much better shape","5/31/16, 1:45 PM",18
2016-05-31,13:45,Dad,Hybrid is a pretty versatile club once u get the hang of it. One problem might be the shaft being too flexible. In that case u will never be able to hit it.,"5/31/16, 1:45 PM",18
2016-06-01,12:40,Unknown,"How hard is it to change freon in a car, usually?","6/1/16, 12:40 PM",18
2016-06-01,12:40,Unknown,Or is that a 'take it in' scenario,"6/1/16, 12:40 PM",18
2016-06-01,12:40,Unknown,u don't change freon like oil. It is a pressurized sealed system. The only way a/c system needs freon is if it leaked out. The leak needs to be sealed before putting more in,"6/1/16, 12:40 PM",18
2016-06-02,12:29,Unknown,"Sorry I missed your last message until now. Good info, sounds like something that should be left to a pro","6/2/16, 12:29 PM",18
2016-06-02,13:36,Unknown,I agree. Depending where the leak is might I agree. Depending where the leak is might expensive proposition anyway,"6/2/16, 1:36 PM",19
2016-06-02,13:36,Dad,If your back feels better and you want to go to franko's this evening let me know,"6/2/16, 1:36 PM",19
2016-06-02,13:36,Dan,I played last night and saw two people walking holes 3 and 4 over and over again. Pretty good idea!,"6/2/16, 1:36 PM",19
2016-06-02,17:15,Unknown,It is.,"6/2/16, 5:15 PM",19
2016-06-04,13:27,Dan,My foursome was a no show today. I hit almost 500 range balls while I waited for a ride back to town lol,"6/4/16, 1:27 PM",19
2016-06-04,13:27,Dad,Sucks ur group didn't show. Maybe weather report scared them off,"6/4/16, 1:27 PM",19
2016-06-04,13:27,Unknown,I'm shocked at how slow their business is,"6/4/16, 1:27 PM",19
2016-06-04,13:27,Dan,I've talked to other caddies about it and the best logic anyone has is that it's just not a $200 round of golf so people go elsewhere?,"6/4/16, 1:27 PM",19
2016-06-04,13:27,Unknown,"Not *worth* 200, I mean","6/4/16, 1:27 PM",19
2016-06-05,10:30,Dan,Another day of cancels @ mystic,"6/5/16, 10:30 AM",19
2016-06-05,13:03,Unknown,"Golf, skiing, boating etc live & die by the weather","6/5/16, 1:03 PM",19
2016-06-05,20:41,Dad,U should have a good next couple of days w dry weather,"6/5/16, 8:41 PM",19
2016-06-06,13:56,Unknown,Met bill mazeroski today,"6/6/16, 1:56 PM",20
2016-06-06,13:56,Unknown,Course was backed up and he was in front of my group,"6/6/16, 1:56 PM",20
2016-06-06,13:56,Unknown,Cool I heard he's a really nice guy,"6/6/16, 1:56 PM",20
2016-06-06,13:56,Dad,"U never know who u will meet on a golf course,eh?","6/6/16, 1:56 PM",20
2016-06-06,13:56,Dan,"Had a good loop today. Older guy and his wife, wife Had a good loop today. Older guy and his wife, wife","6/6/16, 1:56 PM",20
2016-06-06,13:56,Unknown,I'll see you there if you go,"6/6/16, 1:56 PM",20
2016-06-06,13:56,Dan,didn't play. Not much distance but didn't miss a fairway. Good tip and they left me a compliment on the comment card,"6/6/16, 1:56 PM",20
2016-06-06,22:10,Unknown,I went out and walked 9 after I finished so i really ended up getting fried,"6/6/16, 10:10 PM",20
2016-06-06,22:10,Dad,I have an aloe plant if u want some.,"6/6/16, 10:10 PM",20
2016-06-06,22:10,Dad,We also have aloe w lanicane to kill pain. Do u want it?,"6/6/16, 10:10 PM",20
2016-06-06,22:10,Unknown,No I'm fine! To be honest I haven't been bothered by sun since the first four ball I had,"6/6/16, 10:10 PM",20
2016-06-06,22:10,Unknown,After that it's just fuel to the fire. I put 30 on my body and 50 on my face so it's not too bad,"6/6/16, 10:10 PM",20
2016-06-06,22:10,Unknown,Are you going to will's show tomorrow,"6/6/16, 10:10 PM",20
2016-06-07,07:56,Unknown,We're gonna try to go to the show tonite,"6/7/16, 7:56 AM",20
2016-06-07,19:40,Unknown,You still coming tonight,"6/7/16, 7:40 PM",20
2016-06-07,19:40,Unknown,Sorry. Turns out not gonna make it tonite. I hear that it's a killer album,"6/7/16, 7:40 PM",20
2016-06-07,19:40,Unknown,No worries I was just curious,"6/7/16, 7:40 PM",20
2016-06-08,07:53,Unknown,How was the show?,"6/8/16, 7:53 AM",20
2016-06-08,18:42,Unknown,Did u work today? Sweet weather to carry,"6/8/16, 6:42 PM",19
2016-06-09,08:12,Dad,Do u want to goto the US Open next Thursday? The girls gave me 2 tix for my birthday,"6/9/16, 8:12 AM",20
2016-06-09,14:23,Unknown,absolutley!,"6/9/16, 2:23 PM",21
2016-06-09,14:23,Unknown,I was looking for tix,"6/9/16, 2:23 PM",21
2016-06-09,14:23,Dad,That's awesome! Thanks. Really glad that u want to go. It will be a cool,"6/9/16, 2:23 PM",21
2016-06-09,14:23,Dan,My only other shot at getting tickets was Ali Good (jack Kraus ex-step daughter). She's a member at oakmont,"6/9/16, 2:23 PM",21
2016-06-09,14:23,Unknown,And that didn't work out either. I'm excited,"6/9/16, 2:23 PM",21
2016-06-09,20:29,Dad,What time do you want to leave on Thursday? I'm game to go as early as you'd like.,"6/9/16, 8:29 PM",21
2016-06-09,20:29,Unknown,I'm REALLY psyched about going. Thanks for inviting me and we'll have a great time,"6/9/16, 8:29 PM",21
2016-06-10,00:22,Unknown,day. We can talk about what time to leave. Letʼs check out the tee times. I think that they come out this weekend.,"6/10/16, 12:22 AM",21
2016-06-10,10:02,Unknown,That's weird!,"6/10/16, 10:02 AM",21
2016-06-10,10:02,Unknown,I was gonna say maybe it fell off of Annie's bag because she just recently pulled hers out,"6/10/16, 10:02 AM",21
2016-06-10,10:02,Dan,I shot 85 today at ucc,"6/10/16, 10:02 AM",21
2016-06-10,10:02,Unknown,But she wouldn't have had her grandpa's tag on her bag,"6/10/16, 10:02 AM",21
2016-06-10,22:49,Unknown,McIlroy / Fowler is a great pairing. 8:26 tee time Kuchar/Watson 7:51 Speith 8:35 (starts from #10) Michelson/Rose 2:09 Day/Scott 2:20,"6/10/16, 10:49 PM",21
2016-06-10,22:49,Unknown,Did u work today?,"6/10/16, 10:49 PM",21
2016-06-11,14:22,Unknown,We're planning a farewell cookout tomorrow. U &,"6/11/16, 2:22 PM",21
2016-06-11,15:36,Unknown,Annie r welcome to come,"6/11/16, 3:36 PM",22
2016-06-11,15:36,Dan,"Didn't work today. Been slow recently, All of the non Didn't work today. Been slow recently, All of the non caddy outings that the would have been on the links are at Mystic now. We're down 400 loops for the year","6/11/16, 3:36 PM",22
2016-06-11,15:36,Unknown,What time is the cookout,"6/11/16, 3:36 PM",22
2016-06-11,15:36,Unknown,Not sure. Probably after 3:00,"6/11/16, 3:36 PM",22
2016-06-11,15:36,Dan,Okay. Hoping I get a loop tomorrow but Annie wants to go so we'll make an appearance,"6/11/16, 3:36 PM",22
2016-06-11,15:36,Dad,I know ur chicken. Is she steak? or chicken? Or vegan?,"6/11/16, 3:36 PM",22
2016-06-11,20:16,Unknown,Probably chicken but she eats steak too. We usually get one of each and go half and half lol,"6/11/16, 8:16 PM",22
2016-06-12,07:48,Unknown,Chicken/steak combo works,"6/12/16, 7:48 AM",22
2016-06-12,07:48,Unknown,Keep in mind...Vegan is still an option,"6/12/16, 7:48 AM",22
2016-06-12,07:48,Dan,K. I'm at mystic now. Not sure what time I'm looping,"6/12/16, 7:48 AM",22
2016-06-12,08:52,Unknown,I have a 4 ball at 10:30 so I should be done around 3,"6/12/16, 8:52 AM",22
2016-06-12,08:52,Dad,That works. Lisa was thinking 5-6 anyway,"6/12/16, 8:52 AM",22
2016-06-12,08:52,Unknown,Any cicadas on the course?,"6/12/16, 8:52 AM",22
2016-06-12,08:52,Unknown,BTW- we r eating inside today. We won't eat outside until the big-eyed dive bombers go away,"6/12/16, 8:52 AM",22
2016-06-12,11:26,Dan,Cicadas @ Mystic?,"6/12/16, 11:26 AM",22
2016-06-12,13:00,Unknown,Not many!,"6/12/16, 1:00 PM",22
2016-06-12,13:00,Unknown,I just finished up.,"6/12/16, 1:00 PM",22
2016-06-12,13:00,Unknown,"2 ball, $90 tip. Good day","6/12/16, 1:00 PM",22
2016-06-12,15:14,Dad,Good job. Sorry I didn't hear ur call. Call me back,"6/12/16, 3:14 PM",23
2016-06-12,17:48,Unknown,Be there in 20 mins. I'm super dehydrated so not sure how much food I'm going to be able to handle,"6/12/16, 5:48 PM",23
2016-06-12,17:48,Unknown,The chix is soooooo good,"6/12/16, 5:48 PM",23
2016-06-12,17:48,Unknown,I drank a LOT of water today too. Heat + 15 miles of running does not a good match make,"6/12/16, 5:48 PM",23
2016-06-13,17:48,Unknown,Oops didn't mean to share my location yesterday lol,"6/13/16, 5:48 PM",23
2016-06-13,17:48,Unknown,⁠twitter.com,"6/13/16, 5:48 PM",23
2016-06-13,19:45,Unknown,OMG that rough,"6/13/16, 7:45 PM",23
2016-06-13,19:45,Unknown,My drive on 3,"6/13/16, 7:45 PM",23
2016-06-13,19:45,Dad,I'd like to see Rory on Thursday. Is there anyone in particular that you want to watch?,"6/13/16, 7:45 PM",23
2016-06-13,19:45,Unknown,Drive on 5,"6/13/16, 7:45 PM",23
2016-06-13,19:45,Unknown,Nice poke.,"6/13/16, 7:45 PM",23
2016-06-13,22:04,Unknown,I started keeping the club head slightly off the ground at address and man did it make a difference. I just walked a few holes tonight but I was crushing drives.,"6/13/16, 10:04 PM",23
2016-06-13,22:04,Dan,I loop at 11 tomorrow so I'm gonna head up early and smack some at the range to see if it was a fluke or not lol,"6/13/16, 10:04 PM",23
2016-06-13,22:04,Dad,You should play a couple holes with me in the,"6/13/16, 10:04 PM",23
2016-06-13,22:04,Unknown,My group today lol,"6/13/16, 10:04 PM",23
2016-06-13,22:04,Unknown,"evening sometime. I usually just play 3/4 a few times, but we could do 12/13 the same way and closer to your place","6/13/16, 10:04 PM",23
2016-06-13,22:04,Dan,Or you can caddy for me LOL,"6/13/16, 10:04 PM",23
2016-06-14,11:45,Dad,Good chance u will be taller than them.,"6/14/16, 11:45 AM",24
2016-06-14,11:45,Unknown,"I appreciate the research that u have done on the open, but lots of stuff going on right now. Last week & weekend I didnʼt have the mental bandwidth to go scour it.","6/14/16, 11:45 AM",24
2016-06-14,11:45,Unknown,"Unfortunately, unless there is a big change in the weather report, it might not matter","6/14/16, 11:45 AM",24
2016-06-14,15:26,Dan,Caddied for Robert Morris punter today,"6/14/16, 3:26 PM",24
2016-06-14,15:26,Dan,Had so much fun with him and his dad that he gave me his number to golf this summer,"6/14/16, 3:26 PM",24
2016-06-15,15:05,Unknown,call me when u get a chance about to how to handle tomorrow,"6/15/16, 3:05 PM",24
2016-06-15,17:48,Dan,I worked a 6 hour four ball in the sun today and came in red as a lobster,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Unknown,6 hr for 36 holes is pretty good,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Unknown,No 18,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Unknown,That's brutal,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Unknown,Plz give me buzz,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Unknown,K call you in a min,"6/15/16, 5:48 PM",24
2016-06-15,17:48,Dad,Did u change ur mind about tomorrow? That would be a bummer,"6/15/16, 5:48 PM",24
2016-06-15,21:19,Dan,"That was from today. That's fairway, flag is left. He was putting arouuuuuund the bunker","6/15/16, 9:19 PM",25
2016-06-15,21:19,Dan,"Even if you're scared to gap wedge that bunker, I Even if you're scared to gap wedge that bunker, I could give you 10 better approaches than playing British open style mini golf in the fairway of a Pete dye course lol","6/15/16, 9:19 PM",25
2016-06-15,21:19,Unknown,The big question:,"6/15/16, 9:19 PM",25
2016-06-15,21:19,Unknown,What is the USGA vape policy,"6/15/16, 9:19 PM",25
2016-06-15,21:19,Unknown,Lol,"6/15/16, 9:19 PM",25
2016-06-15,21:19,Unknown,I leave it in the car anywhere I go.,"6/15/16, 9:19 PM",25
2016-06-15,21:19,Unknown,1 for social etiquette 2 it looks too much like a gun,"6/15/16, 9:19 PM",25
2016-06-16,05:56,Unknown,R u up?,"6/16/16, 5:56 AM",25
2016-06-16,10:25,Unknown,Tell me what mercy you are closest to,"6/16/16, 10:25 AM",25
2016-06-16,10:25,Unknown,I'm standing next to the straw hats,"6/16/16, 10:25 AM",25
2016-06-16,10:25,Unknown,Play resuming,"6/16/16, 10:25 AM",25
2016-06-16,15:55,Unknown,Play suspended again,"6/16/16, 3:55 PM",25
2016-06-16,15:55,Unknown,Imagine that,"6/16/16, 3:55 PM",25
2016-06-16,15:55,Unknown,This what we missed at Oakmont,"6/16/16, 3:55 PM",25
2016-06-16,15:55,Unknown,This what u missed at Oakmont,"6/16/16, 3:55 PM",25
2016-06-16,15:55,Unknown,We,"6/16/16, 3:55 PM",25
2016-06-16,20:35,Unknown,Oops I just woke up lol,"6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,I fell asleep when we got back,"6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,I had fun today!,"6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,Me too. Thank u soooo much for driving back. I was too zoned out. I'm glad u got some zzzz's,"6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,"No problem at all! Im really glad I got to go, even if it wasn't the ideal oakmont experience Idk if you got one of these or not","6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,Omg look at this,"6/16/16, 8:35 PM",26
2016-06-16,20:35,Unknown,Can't hurt.,"6/16/16, 8:35 PM",26
2016-06-16,23:45,Dan,I found the whole broadcast of 84 lumber classic. Think that might be a good way to better understand course strategy for my low handicap loops,"6/16/16, 11:45 PM",26
2016-06-17,06:45,Dan,UCC now has 3 lakes,"6/17/16, 6:45 AM",26
2016-06-17,13:36,Unknown,Lol,"6/17/16, 1:36 PM",26
2016-06-17,13:36,Dan,Got a 3pm loop,"6/17/16, 1:36 PM",26
2016-06-17,13:36,Unknown,And double-rounds all weekends,"6/17/16, 1:36 PM",26
2016-06-17,13:36,Dan,Double loops are good!,"6/17/16, 1:36 PM",26
2016-06-17,13:36,Dad,How was ur group?,"6/17/16, 1:36 PM",26
2016-06-17,19:42,Unknown,Couldn't have gone better,"6/17/16, 7:42 PM",26
2016-06-17,19:42,Unknown,$100 2-ball,"6/17/16, 7:42 PM",26
2016-06-17,19:42,Unknown,Young guy and his wife from Philly in town for the,"6/17/16, 7:42 PM",26
2016-06-17,19:42,Dad,Cool. If u have 2 groups I imagine ur up @NW,"6/17/16, 7:42 PM",26
2016-06-17,19:42,Unknown,open,"6/17/16, 7:42 PM",26
2016-06-17,19:42,Unknown,Good players and he switched to irons off the tee after a few holes of errant drives,"6/17/16, 7:42 PM",26
2016-06-18,07:45,Unknown,already,"6/18/16, 7:45 AM",26
2016-06-19,20:15,Dad,I have some leftover chicken if u want some,"6/19/16, 8:15 PM",27
2016-06-19,20:15,Unknown,U done?,"6/19/16, 8:15 PM",27
2016-06-29,23:47,Unknown,Is there some reason that u bring up Jack?,"6/29/16, 11:47 PM",27
2016-06-30,17:11,Unknown,too much to text. call me,"6/30/16, 5:11 PM",27
2016-06-30,17:11,Dad,I understand ur concern. Too much to text. Call me,"6/30/16, 5:11 PM",27
2016-06-30,17:11,Dad,I understand ur concern. Too much to text. Please call me,"6/30/16, 5:11 PM",27
2016-07-01,13:17,Unknown,let me know when u get here,"7/1/16, 1:17 PM",27
2016-07-03,19:59,Unknown,Did u go to wedding?,"7/3/16, 7:59 PM",27
2016-11-15,19:02,Dad,How r u doing ?,"11/15/16, 7:02 PM",27
2016-11-16,21:41,Dad,How's gram?,"11/16/16, 9:41 PM",27
2016-11-17,14:57,Unknown,"Physically she's still hanging on, but the mental side is starting to go","11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,But she's back to having the house to herself at night,"11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,She complained that having us and Vicki stay there at night created an unmanageable amount of laundry with all the bed sheets,"11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,Yikes. How would she know how much laundry there's was? Should she be alone?,"11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,Because anything that happens inside or around her house that is outside her routine is upsetting,"11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,"Like, some lawn care guys came to do leaves the other day... She told me all about her ""awful"" day and all the hardship she faced watching them from the window lol","11/17/16, 2:57 PM",28
2016-11-17,14:57,Unknown,I'm kind of ragging on her but I understand it and i don't fight it,"11/17/16, 2:57 PM",28
2016-11-19,12:07,Unknown,"Betty and Gabe are becoming friends, which is weird because they are both (historically) really bad with other animals","11/19/16, 12:07 PM",28
2016-11-19,14:32,Unknown,Yeah Betty isn't a big fan of Lilah,"11/19/16, 2:32 PM",28
2016-11-24,19:10,Unknown,I guess u got too busy to stop by,"11/24/16, 7:10 PM",28
2016-11-25,20:57,Dad,Do u want these?,"11/25/16, 8:57 PM",28
2016-11-25,20:57,Unknown,I'm cleaning out the offices,"11/25/16, 8:57 PM",28
2016-11-25,20:57,Unknown,Yes def the ones on the left,"11/25/16, 8:57 PM",28
2016-11-25,20:57,Unknown,Probably both. Maybe Annie would fit the salomons,"11/25/16, 8:57 PM",28
2016-11-25,20:57,Unknown,Ok,"11/25/16, 8:57 PM",28
2016-11-30,17:48,Unknown,What's up?,"11/30/16, 5:48 PM",28
2016-12-03,19:49,Dad,How r u doing? Do u want to go to the Steelers game tomorrow?,"12/3/16, 7:49 PM",28
2016-12-03,19:49,Unknown,Orw,"12/3/16, 7:49 PM",28
2016-12-04,07:36,Unknown,I guess not I guess not,"12/4/16, 7:36 AM",29
2016-12-16,11:33,Dad,I have 2 hockey tix for tonite & Lisa can't go. I need a date for the game,"12/16/16, 11:33 AM",29
2016-12-16,12:36,Unknown,What time would we leave?,"12/16/16, 12:36 PM",29
2016-12-16,12:36,Unknown,4R0 ish,"12/16/16, 12:36 PM",29
2016-12-16,12:36,Unknown,Have u been to a hockey game?,"12/16/16, 12:36 PM",29
2016-12-16,12:36,Unknown,"Yes I have, not since Mellon arena tho","12/16/16, 12:36 PM",29
2016-12-16,12:36,Unknown,I think I can do that. I will let u know for sure by 1p,"12/16/16, 12:36 PM",29
2016-12-16,12:36,Unknown,I'll go. Did u plan on eating on your way down,"12/16/16, 12:36 PM",29
2016-12-16,12:36,Dad,Yes. I thought we could if u want,"12/16/16, 12:36 PM",29
2016-12-16,14:46,Unknown,If we could take off closer to 415-430 that would help,"12/16/16, 2:46 PM",29
2016-12-16,14:46,Unknown,I can probably be ready to head out by 415,"12/16/16, 2:46 PM",29
2016-12-16,14:46,Unknown,"And dinner works for me, where should we go?","12/16/16, 2:46 PM",29
2016-12-16,14:46,Unknown,Sounds good,"12/16/16, 2:46 PM",29
2016-12-16,16:12,Unknown,It's gonna be a few mins. I just got home,"12/16/16, 4:12 PM",29
2016-12-16,16:12,Unknown,BTW- bring an extra layer for the game. The arena is always a little colder for hockey than other events,"12/16/16, 4:12 PM",29
2016-12-16,16:12,Unknown,Got it. Let me know when you're about to head out,"12/16/16, 4:12 PM",29
2016-12-21,21:15,Unknown,I know it might be a long shot...but i think you might have fun if I brought my PlayStation over sometime and let you play hockey,"12/21/16, 9:15 PM",30
2016-12-21,21:15,Unknown,"You might even like the ""franchise mode"" which isn't as much a video game as a coaching/GM simulation.","12/21/16, 9:15 PM",30
2016-12-21,21:15,Dad,"By the way, I thought I texted you the day after we Ur welcome. I was glad u were available to go. I","12/21/16, 9:15 PM",30
2016-12-21,21:15,Dan,went to the game to thank you and tell you I had a really good time. I don't see that text so it must not have gone through,"12/21/16, 9:15 PM",30
2016-12-22,12:54,Unknown,really like being around u,"12/22/16, 12:54 PM",30
2016-12-22,12:54,Unknown,Maybe I would like it. Never tried,"12/22/16, 12:54 PM",30
2016-12-24,14:45,Unknown,Do u gave plans tomorrow,"12/24/16, 2:45 PM",30
2016-12-24,14:45,Unknown,Have **^,"12/24/16, 2:45 PM",30
2016-12-24,14:45,Unknown,We do. Sorry. I thought I told u,"12/24/16, 2:45 PM",30
2016-12-24,14:45,Unknown,It's okay I was just kinda feeling out what our day is,"12/24/16, 2:45 PM",30
2016-12-24,14:45,Unknown,Eating early around 2:00. Live to have u,"12/24/16, 2:45 PM",30
2016-12-24,14:45,Unknown,gonna look like,"12/24/16, 2:45 PM",30
2016-12-25,12:40,Dad,Merry Christmas to u! Ur always welcome here. Love,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,Merry Christmas! I don't think we will make it for food but gonna stop by later if you're around,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,to see u,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,I'm sorry I really wasn't trying to be mean I just feel SO inadequate because I don't think you realize how,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,much you are either giving me instructions or saying something negative about me,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,oops lol not for you,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,"at least if iʼm going to send a misfire, it was one that was worded diplomatically!","12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,that was meant for annie after she wouldnʼt stop telling me how to vacuum the carpet lol,"12/25/16, 12:40 PM",30
2016-12-25,12:40,Unknown,also that i wore the same jeans two days in a row. scandalous,"12/25/16, 12:40 PM",30
2016-12-27,17:36,Unknown,I guess u we're pretty busy on Cmas,"12/27/16, 5:36 PM",31
2016-12-27,17:36,Unknown,Were Were,"12/27/16, 5:36 PM",31
2016-12-27,17:36,Dad,What r u doing tonite?,"12/27/16, 5:36 PM",31
2016-12-31,15:56,Unknown,Happy new year!!!,"12/31/16, 3:56 PM",31
2017-01-01,00:11,Unknown,Happy new year,"1/1/17, 12:11 AM",31
2017-01-01,00:11,Unknown,Oops. I don't even know how I just did that,"1/1/17, 12:11 AM",31
2017-01-01,11:33,Unknown,What's up ?,"1/1/17, 11:33 AM",31
2017-01-11,17:48,Unknown,Wanna go skiing sometime? Annie and I might go soon so i wanted to see if I could come grab my skis,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Dad,I can get ur skis anytime. Ur boots r here too,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Unknown,tomorrow sometime,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Unknown,If you're free we could all get some dinner tomorrow night too,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Dad,U going skiing ? That must mean that u have Gram's car on the road.,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Unknown,That great news,"1/11/17, 5:48 PM",31
2017-01-11,17:48,Dan,We just have some free day passes to mystic mountain at Nemacolin. Was kind of our solution for something to do that did NOT cost anything (except gas.),"1/11/17, 5:48 PM",31
2017-01-11,17:48,Unknown,"But no, I haven't gotten the car on the road yet. We're fighting to stay above water with bills and her constantly failing car. She just got hired for a second job at the YMCA and I'm looking for other things to do at least until may when golf starts again","1/11/17, 5:48 PM",31
2017-01-11,17:48,Unknown,"I applied for bellhop position, but they're only hiring for falling rock which is predictably dead during the winter. Still would be better than valet.","1/11/17, 5:48 PM",31
2017-01-12,17:12,Unknown,I don't know if you have some time tonight or not but I wanted to ask you about the state of my accounts (if there are any) because even being able to access $500 would be a huge help to us right now and would mean the difference between buying groceries and keeping the lights and gas on,"1/12/17, 5:12 PM",32
2017-01-12,17:12,Unknown,"We've been doing okay. Our income exceeds our expenses, but post-Christmas and her work situation are really killing us at the moment. I have no idea whatsoever if there is anything left in my accounts","1/12/17, 5:12 PM",32
2017-01-12,17:12,Unknown,Let me know when you get some time,"1/12/17, 5:12 PM",32
2017-01-12,22:44,Unknown,Always glad to talk w u about anything. Hard to do in a text conversation. I'm around tomorrow. Give me a call,"1/12/17, 10:44 PM",32
2017-01-14,14:05,Unknown,Hello?,"1/14/17, 2:05 PM",32
2017-01-14,14:05,Unknown,Sorry I was working all day yesterday,"1/14/17, 2:05 PM",32
2017-01-14,14:05,Unknown,Call u around 4 if that's okay,"1/14/17, 2:05 PM",32
2017-01-14,16:02,Unknown,I'm here,"1/14/17, 4:02 PM",32
2017-01-16,10:36,Unknown,Do uou have anything going on this morning? Wanted to keep chatting and see if I could get the ball rolling today on what we discussed,"1/16/17, 10:36 AM",32
2017-01-16,10:36,Unknown,I'm at the vet right now. After that I'm free,"1/16/17, 10:36 AM",32
2017-01-16,12:19,Unknown,I'm free,"1/16/17, 12:19 PM",32
2017-01-16,12:19,Unknown,BTW- what was the name of our 1st cat?,"1/16/17, 12:19 PM",32
2017-01-16,12:19,Unknown,Boomer,"1/16/17, 12:19 PM",32
2017-01-16,12:19,Unknown,Call u in a few,"1/16/17, 12:19 PM",32
2017-01-16,14:52,Dad,I know ur not a big hockey fan but I have tix for tonite if u want to go,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Dad,What time would u want Togo,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,Probably 4:30ish,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,That should work,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,Is 5 okay?,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,Ok. We have to drop my truck off too,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,Hhjhndgj,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,Misfire,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,How's it looking! Almost ready?,"1/16/17, 2:52 PM",33
2017-01-16,14:52,Unknown,I got it,"1/16/17, 2:52 PM",33
2017-01-16,23:54,Unknown,⁠Bookies Are Setting Odds on Donald Trump Getting Impeached,"1/16/17, 11:54 PM",33
2017-01-16,23:54,Unknown,"also, one of the first articles that popped up on twitter called the game tonight “the best regular season game of the year (and probably the past 3)”","1/16/17, 11:54 PM",33
2017-01-16,23:54,Unknown,Thx for spending the nite w me. I agree it was an amazing game. Love u,"1/16/17, 11:54 PM",33
2017-01-16,23:54,Dan,thank you! i had a great time. love u too,"1/16/17, 11:54 PM",33
2017-01-17,07:21,Unknown,How's 9:30 look? Still okay?,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Sure Sounds good. Which PNC?,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Downtown,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Hopefully you were smarter than me and drank decaf last night.,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,I'm at 61 right now,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,Cool. Heading out in 5 mins,"1/17/17, 7:21 AM",34
2017-01-17,07:21,Unknown,On my way,"1/17/17, 7:21 AM",34
